q q_max q_time hits q_time/hits 
1 127 0.114976 1 0.114976
2 127 0.132504 2 0.066252
3 127 0.191365 3 0.063788
4 127 0.338330 5 0.067666
5 127 0.396208 6 0.066035
6 127 0.546748 8 0.068344
7 127 0.600203 9 0.066689
8 127 0.734408 11 0.066764
9 127 1.033663 13 0.079513
10 127 0.972212 14 0.069444
11 127 1.212285 16 0.075768
12 127 1.559733 18 0.086652
13 127 1.294947 19 0.068155
14 127 1.436475 21 0.068404
15 127 1.761872 23 0.076603
16 127 2.025542 25 0.081022
17 127 1.805079 26 0.069426
18 127 1.979206 28 0.070686
19 127 2.722084 30 0.090736
20 127 4.416842 32 0.138026
21 127 2.411377 33 0.073072
22 127 2.515021 35 0.071858
23 127 3.156576 37 0.085313
24 127 5.949198 39 0.152544
25 127 8.699664 41 0.212187
26 127 3.824275 42 0.091054
27 127 4.857134 44 0.110389
28 127 3.476790 46 0.075582
29 127 5.833038 48 0.121522
30 127 10.106897 50 0.202138
31 127 4.671665 51 0.091601
32 127 3.786419 53 0.071442
33 127 5.946913 55 0.108126
34 127 10.765831 57 0.188874
35 127 14.974853 59 0.253811
36 127 10.997779 61 0.180291
37 127 6.254874 62 0.100885
38 127 8.128616 64 0.127010
39 127 9.852577 66 0.149281
40 127 11.534005 68 0.169618
41 127 10.414818 70 0.148783
42 127 15.592925 72 0.216568
43 127 7.490088 73 0.102604
44 127 8.078253 75 0.107710
45 127 11.906693 77 0.154632
46 127 16.811740 79 0.212807
47 127 24.390016 81 0.301111
48 127 14.618185 83 0.176123
49 127 11.640597 85 0.136948
50 127 8.147010 86 0.094733
51 127 12.981053 88 0.147512
52 127 11.315673 90 0.125730
53 127 18.068351 92 0.196395
54 127 34.101190 94 0.362779
55 127 9.047830 96 0.094248
56 127 38.655934 98 0.394448
57 127 13.256498 99 0.133904
58 127 12.485151 101 0.123615
59 127 15.552321 103 0.150993
60 127 18.734054 105 0.178420
61 127 20.015340 107 0.187059
62 127 23.594159 109 0.216460
63 127 13.285997 111 0.119694
64 127 25.933577 113 0.229501
65 127 17.209093 114 0.150957
66 127 16.603976 116 0.143138
67 127 19.044604 118 0.161395
68 127 16.814748 120 0.140123
69 127 19.140208 122 0.156887
70 127 29.577673 124 0.238530
71 127 65.534728 126 0.520117
72 127 64.692133 128 0.505407
73 127 21.905712 130 0.168505
74 127 12.413020 132 0.094038
75 127 64.478347 134 0.481182
76 127 28.910088 136 0.212574
77 127 70.049933 138 0.507608
78 127 58.491591 140 0.417797
79 127 51.159229 142 0.360276
80 127 40.822804 144 0.283492
81 127 30.262460 146 0.207277
82 127 40.202033 148 0.271635
83 127 57.105571 150 0.380704
84 127 29.036008 152 0.191026
85 127 28.853858 154 0.187363
86 127 25.321771 156 0.162319
87 127 29.205572 158 0.184845
88 127 35.114253 160 0.219464
89 127 28.634139 162 0.176754
90 127 20.170100 164 0.122988
91 127 30.951933 166 0.186457
92 127 42.278544 168 0.251658
93 127 46.779530 170 0.275174
94 127 35.240804 172 0.204888
95 127 68.453919 174 0.393413
96 127 50.389015 176 0.286301
97 127 30.441074 178 0.171017
98 127 54.347854 180 0.301933
99 127 25.574693 182 0.140520
100 127 30.157245 184 0.163898
101 127 42.673430 186 0.229427
102 127 34.661886 188 0.184372
103 127 39.921138 190 0.210111
104 127 30.668296 192 0.159731
105 127 34.036174 194 0.175444
106 127 34.805925 196 0.177581
107 127 45.638642 198 0.230498
108 127 45.751247 200 0.228756
109 127 44.028917 202 0.217965
110 127 72.465452 204 0.355223
111 127 38.811677 206 0.188406
112 127 23.570122 208 0.113318
113 127 54.563145 210 0.259825
114 127 53.122476 212 0.250578
115 127 72.541863 214 0.338981
116 127 56.532958 216 0.261727
117 127 34.517763 218 0.158338
118 127 56.344986 220 0.256114
119 127 46.088544 222 0.207606
120 127 41.199908 224 0.183928
121 127 26.974417 226 0.119356
122 127 42.672269 228 0.187159
123 127 54.689053 230 0.237778
124 127 55.221145 232 0.238022
125 127 48.649240 234 0.207903
126 127 72.456457 236 0.307019
127 127 43.462222 237 0.183385
3140.6
