q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.438775 1 0.438775 6399750 6399747 0 1
1 31 0.456761 1 0.456761 6399750 6399747 0 1
2 31 0.936192 2 0.468096 12801798 9567067 3234728 0
3 31 1.900524 4 0.475131 25638894 15913523 9725368 0
4 31 2.913869 6 0.485645 38538003 23260582 15277418 0
5 31 3.913086 8 0.489136 51318570 29787894 21530673 0
6 31 4.910904 10 0.491090 64204543 37010144 27194396 0
7 31 6.498450 13 0.499881 84558600 45855219 38703378 0
8 31 8.110617 16 0.506914 103965272 53981344 49983925 0
9 31 9.540040 19 0.502107 122845149 62324713 60520433 0
10 31 11.066326 22 0.503015 141930898 70620024 71310871 0
11 31 13.264452 26 0.510171 168958682 80356914 88601765 0
12 31 15.146320 30 0.504877 194497276 89068386 105428887 0
13 31 17.246064 34 0.507237 222400105 98695632 123704470 0
14 31 18.392356 37 0.497091 240756638 106562817 134193818 0
15 31 20.679749 40 0.516994 270493156 119093496 151399657 0
16 31 22.703860 44 0.515997 296728821 126852087 169876731 0
17 31 24.049277 46 0.522810 313631706 136134883 177496820 0
18 31 33.012471 49 0.673724 422180582 181665418 240515161 0
19 31 25.537601 50 0.510752 345417477 150436348 194981126 0
20 31 33.769053 52 0.649405 436109573 189620145 246489425 0
21 31 27.582330 53 0.520421 362848577 158809865 204038709 0
22 31 33.103477 55 0.601881 442171129 192871399 249299727 0
23 31 28.545770 57 0.500803 384881661 166224322 218657336 0
24 31 31.553464 60 0.525891 428303490 181604973 246698514 0
25 31 32.743385 61 0.536777 426894380 182125996 244768381 0
26 31 31.330298 62 0.505327 405719533 173568034 232151496 0
27 31 32.403893 64 0.506311 425692758 180255907 245436848 0
28 31 70.130826 67 1.046729 957342825 398268527 559074295 0
29 31 34.807531 69 0.504457 455734429 186249754 269484672 0
30 31 35.063775 70 0.500911 463137354 187924660 275212691 0
31 31 35.200228 71 0.495778 466760928 186919069 279841856 0
666.956
