q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.437885 1 0.437885 6399750 6399747 0 1
1 31 0.455170 1 0.455170 6399750 6399747 0 1
2 31 0.933981 2 0.466990 12803345 9570798 3232544 0
3 31 1.890726 4 0.472681 25710359 15986906 9723450 0
4 31 2.838574 6 0.473096 38512010 23268369 15243638 0
5 31 3.897854 8 0.487232 51428744 29889425 21539316 0
6 31 4.903381 10 0.490338 64542064 37279249 27262812 0
7 31 6.366781 13 0.489752 84030651 45565069 38465579 0
8 31 8.145298 16 0.509081 105572823 54980258 50592562 0
9 31 9.416026 19 0.495580 122480933 62148161 60332769 0
10 31 10.968061 22 0.498548 142532299 71029752 71502544 0
11 31 13.253412 26 0.509747 170381476 81203702 89177771 0
12 31 14.992970 30 0.499766 195383737 89591584 105792150 0
13 31 17.045329 34 0.501333 221084404 98318171 122766230 0
14 31 18.610591 37 0.502989 243588501 108010598 135577900 0
15 31 20.754328 40 0.518858 268110267 118067598 150042666 0
16 31 25.104706 44 0.570562 325392100 139475328 185916769 0
17 31 23.701419 46 0.515248 304437076 131786236 172650837 0
18 31 33.551134 49 0.684717 426436917 183097055 243339859 0
19 31 27.057192 50 0.541144 345360262 150418123 194942136 0
20 31 32.760880 52 0.630017 430062366 186966157 243096206 0
21 31 27.462916 53 0.518168 366259047 160303882 205955162 0
22 31 32.975045 55 0.599546 436027458 190083907 245943548 0
23 31 29.362804 57 0.515137 388944643 168117940 220826700 0
24 31 32.510711 60 0.541845 438728275 185877104 252851168 0
25 31 31.430917 61 0.515261 414146644 176831411 237315230 0
26 31 31.560151 62 0.509035 410152533 175583707 234568823 0
27 31 33.696731 64 0.526511 433118439 183828936 249289500 0
28 31 71.360492 67 1.065082 939357958 390798470 548559485 0
29 31 34.955043 69 0.506595 462706164 189015294 273690867 0
30 31 35.583929 70 0.508342 466136995 189167404 276969588 0
31 31 34.702808 71 0.488772 471763423 189140685 282622735 0
672.694
