q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.447110 1 0.447110 6399750 6399747 0 1
1 31 0.456175 1 0.456175 6399750 6399747 0 1
2 31 0.941778 2 0.470889 12801206 9566628 3234575 0
3 31 1.876119 4 0.469030 25698547 15967054 9731490 0
4 31 2.885872 6 0.480979 38611894 23342432 15269459 0
5 31 3.917662 8 0.489708 51359043 29847836 21511204 0
6 31 4.909549 10 0.490955 64254180 37047150 27207027 0
7 31 6.431331 13 0.494718 83545045 45122785 38422257 0
8 31 8.080134 16 0.505008 103499633 53775930 49723700 0
9 31 9.669275 19 0.508909 124528562 63287796 61240763 0
10 31 11.122899 22 0.505586 143484008 71567912 71916093 0
11 31 13.348043 26 0.513386 169305921 80407618 88898300 0
12 31 15.390890 30 0.513030 194565524 89194486 105371035 0
13 31 17.124712 34 0.503668 221139341 98522950 122616388 0
14 31 18.467011 37 0.499108 240262797 106389661 133873133 0
15 31 20.769239 40 0.519231 268519891 118144222 150375666 0
16 31 22.795063 44 0.518070 302169586 128965403 173204180 0
17 31 23.318572 46 0.506925 307742047 133207300 174534744 0
18 31 30.255995 49 0.617469 406713067 174560253 232152811 0
19 31 26.783356 50 0.535667 343481173 149272909 194208261 0
20 31 31.403186 52 0.603907 401315353 173936371 227378979 0
21 31 28.670740 53 0.540957 366030626 160135806 205894817 0
22 31 36.002300 55 0.654587 449176616 195742076 253434537 0
23 31 30.076780 57 0.527663 389873653 168297393 221576257 0
24 31 33.794681 60 0.563245 424106933 178955314 245151616 0
25 31 31.680567 61 0.519354 411560439 175286003 236274433 0
26 31 31.988524 62 0.515944 409733847 175511191 234222653 0
27 31 30.862400 64 0.482225 428775940 181841162 246934775 0
28 31 77.854583 67 1.162009 955911322 398855911 557055408 0
29 31 35.402690 69 0.513082 459152385 187811613 271340769 0
30 31 36.435203 70 0.520503 473809762 192604656 281205103 0
31 31 36.531683 71 0.514531 480430016 192280544 288149469 0
679.699
