q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.436764 1 0.436764 6399750 6399747 0 1
1 31 0.455978 1 0.455978 6399750 6399747 0 1
2 31 0.934561 2 0.467280 12804824 9572617 3232204 0
3 31 1.889716 4 0.472429 25672015 15956731 9715281 0
4 31 2.915155 6 0.485859 38657088 23359988 15297097 0
5 31 3.913176 8 0.489147 51409198 29862005 21547190 0
6 31 4.879766 10 0.487977 64347043 37154077 27192963 0
7 31 6.523853 13 0.501835 85168888 46274016 38894869 0
8 31 8.031902 16 0.501994 103862790 53996596 49866191 0
9 31 9.546684 19 0.502457 122868107 62373045 60495059 0
10 31 11.081489 22 0.503704 142391024 70927376 71463645 0
11 31 13.014685 26 0.500565 167639878 79587419 88052456 0
12 31 15.167307 30 0.505577 195717516 89818648 105898865 0
13 31 17.222132 34 0.506533 222448076 99337760 123110313 0
14 31 18.834555 37 0.509042 244135249 108529718 135605528 0
15 31 20.323018 40 0.508075 265646028 117076551 148569474 0
16 31 23.588349 44 0.536099 302543170 129537337 173005830 0
17 31 23.784657 46 0.517058 305718765 132379553 173339209 0
18 31 31.171805 49 0.636159 409264934 176172345 233092586 0
19 31 27.922965 50 0.558459 347946719 151424405 196522311 0
20 31 33.678614 52 0.647666 430962021 187149086 243812932 0
21 31 27.653187 53 0.521758 354937721 155272631 199665087 0
22 31 31.823303 55 0.578606 424716941 185189389 239527549 0
23 31 29.478559 57 0.517168 390801369 169335303 221466063 0
24 31 33.342889 60 0.555715 462608641 196099221 266509417 0
25 31 31.174132 61 0.511051 409080704 174101552 234979149 0
26 31 32.158910 62 0.518692 411434027 176041412 235392612 0
27 31 32.168210 64 0.502628 423384626 179409957 243974666 0
28 31 67.921129 67 1.013748 900705316 375540567 525164746 0
29 31 35.052634 69 0.508009 453952675 185311675 268640997 0
30 31 35.917696 70 0.513110 475130080 192950461 282179616 0
31 31 35.206007 71 0.495859 475948922 190908341 285040578 0
667.228
