q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.437127 1 0.437127 6399750 6399747 0 1
1 31 0.455843 1 0.455843 6399750 6399747 0 1
2 31 0.934096 2 0.467048 12802459 9568596 3233860 0
3 31 1.896561 4 0.474140 25647805 15936319 9711483 0
4 31 2.897899 6 0.482983 38592146 23313599 15278544 0
5 31 3.905393 8 0.488174 51420709 29884967 21535739 0
6 31 4.909750 10 0.490975 64259206 37099473 27159730 0
7 31 6.358982 13 0.489152 83528115 45214330 38313782 0
8 31 8.098676 16 0.506167 104282101 54238690 50043408 0
9 31 9.511873 19 0.500625 123216650 62478684 60737963 0
10 31 11.130151 22 0.505916 142703491 71157117 71546371 0
11 31 13.111192 26 0.504277 169681761 80831774 88849984 0
12 31 15.195528 30 0.506518 195422670 89638651 105784016 0
13 31 17.189416 34 0.505571 221665218 98815674 122849541 0
14 31 18.816852 37 0.508564 243880255 108135004 135745248 0
15 31 20.677776 40 0.516944 265478697 116768383 148710311 0
16 31 23.571114 44 0.535707 310520378 132758361 177762014 0
17 31 23.675323 46 0.514681 308301640 133582656 174718981 0
18 31 31.670495 49 0.646337 414621399 178375191 236246205 0
19 31 27.048848 50 0.540977 338538885 147396580 191142302 0
20 31 30.924353 52 0.594699 402671007 174919709 227751295 0
21 31 29.168321 53 0.550346 371941777 162754430 209187344 0
22 31 34.671264 55 0.630387 456899241 199362124 257537114 0
23 31 29.253372 57 0.513217 382079337 165400323 216679011 0
24 31 33.054100 60 0.550902 444801989 188499006 256302980 0
25 31 31.335247 61 0.513693 413684222 176000469 237683750 0
26 31 32.534664 62 0.524753 411862070 176348881 235513186 0
27 31 32.991822 64 0.515497 424462853 179785691 244677159 0
28 31 70.043668 67 1.045428 900106305 374521028 525585274 0
29 31 35.079448 69 0.508398 453145464 184910797 268234664 0
30 31 36.263392 70 0.518048 477167102 193842071 283325028 0
31 31 35.428114 71 0.498988 473636264 189967089 283669172 0
672.244
