f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.259752 70000 2498 2728.380024
1+1E-0.187942 1+1E-3 0.072165 20000 720 779.537150
1+1E-0.546643 1+1E-3 0.109063 30000 1125 1169.305725
1+1E-0.875664 1+1E-3 0.072719 20000 729 779.537150
1+1E-1.190478 1+1E-3 0.143409 40000 1481 1559.074300
1+1E-1.498346 1+1E-3 0.142872 40000 1438 1559.074300
1+1E-1.802783 1+1E-3 0.142837 40000 1435 1559.074300
1+1E-2.105512 1+1E-3 0.357668 100000 3564 3897.685749
1+1E-2.407391 1+1E-3 0.356925 100000 3535 3897.685749
1+1E-2.708846 1+1E-3 0.608685 170000 6026 6626.065773
2.26623
