f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.005239 10000 1922 2000.000000
1+1E-0.187942 1+1E-11 0.005360 10000 1986 2000.000000
1+1E-0.546643 1+1E-11 0.005565 10000 1979 2000.000000
1+1E-0.875664 1+1E-11 0.005771 10000 1954 2000.000000
1+1E-1.190478 1+1E-11 0.005766 10000 1969 2000.000000
1+1E-1.498346 1+1E-11 0.005786 10000 1935 2000.000000
1+1E-1.802783 1+1E-11 0.005940 10000 1921 2000.000000
1+1E-2.105512 1+1E-11 0.005684 10000 1851 2000.000000
1+1E-2.407391 1+1E-11 0.005817 10000 1893 2000.000000
1+1E-2.708846 1+1E-11 0.011295 20000 3854 4000.000000
1+1E-3.010088 1+1E-11 0.011275 20000 3842 4000.000000
1+1E-3.311224 1+1E-11 0.011201 20000 3715 4000.000000
1+1E-3.612307 1+1E-11 0.016924 30000 5560 6000.000000
1+1E-3.913363 1+1E-11 0.011270 20000 3665 4000.000000
1+1E-4.214407 1+1E-11 0.011299 20000 3644 4000.000000
1+1E-4.515443 1+1E-11 0.022621 40000 7251 8000.000000
1+1E-4.816477 1+1E-11 0.022627 40000 7299 8000.000000
1+1E-5.117508 1+1E-11 0.016987 30000 5436 6000.000000
1+1E-5.418539 1+1E-11 0.022691 40000 7317 8000.000000
1+1E-5.719570 1+1E-11 0.011330 20000 3669 4000.000000
1+1E-6.020600 1+1E-11 0.028263 50000 9072 10000.000000
1+1E-6.321630 1+1E-11 0.022718 40000 7202 8000.000000
1+1E-6.622660 1+1E-11 0.028374 50000 9247 10000.000000
1+1E-6.923690 1+1E-11 0.016963 30000 5523 6000.000000
1+1E-7.224720 1+1E-11 0.022677 40000 7301 8000.000000
1+1E-7.525750 1+1E-11 0.011357 20000 3663 4000.000000
1+1E-7.826780 1+1E-11 0.045361 80000 14436 16000.000000
1+1E-8.127810 1+1E-11 0.016985 30000 5507 6000.000000
1+1E-8.428840 1+1E-11 0.016947 30000 5425 6000.000000
1+1E-8.729870 1+1E-11 0.056672 100000 18132 20000.000000
1+1E-9.030900 1+1E-11 0.016980 30000 5429 6000.000000
1+1E-9.331930 1+1E-11 0.016938 30000 5569 6000.000000
1+1E-9.632960 1+1E-11 0.016944 30000 5495 6000.000000
1+1E-9.933990 1+1E-11 0.016886 30000 5436 6000.000000
1+1E-10.235020 1+1E-11 0.011324 20000 3620 4000.000000
1+1E-10.536050 1+1E-11 0.011312 20000 3633 4000.000000
1+1E-10.837080 1+1E-11 0.011343 20000 3609 4000.000000
0.58873
