f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.005324 10000 1965 2000.000000
1+1E-0.187942 1+1E-11 0.005504 10000 1986 2000.000000
1+1E-0.546643 1+1E-11 0.005714 10000 1982 2000.000000
1+1E-0.875664 1+1E-11 0.005814 10000 1956 2000.000000
1+1E-1.190478 1+1E-11 0.005829 10000 1972 2000.000000
1+1E-1.498346 1+1E-11 0.005849 10000 1909 2000.000000
1+1E-1.802783 1+1E-11 0.005780 10000 1957 2000.000000
1+1E-2.105512 1+1E-11 0.005836 10000 1876 2000.000000
1+1E-2.407391 1+1E-11 0.005752 10000 1840 2000.000000
1+1E-2.708846 1+1E-11 0.011468 20000 3792 4000.000000
1+1E-3.010088 1+1E-11 0.005684 10000 1842 2000.000000
1+1E-3.311224 1+1E-11 0.017247 30000 5519 6000.000000
1+1E-3.612307 1+1E-11 0.017180 30000 5664 6000.000000
1+1E-3.913363 1+1E-11 0.017220 30000 5562 6000.000000
1+1E-4.214407 1+1E-11 0.011414 20000 3602 4000.000000
1+1E-4.515443 1+1E-11 0.034659 60000 11199 12000.000000
1+1E-4.816477 1+1E-11 0.017214 30000 5669 6000.000000
1+1E-5.117508 1+1E-11 0.028768 50000 9024 10000.000000
1+1E-5.418539 1+1E-11 0.046096 80000 14546 16000.000000
1+1E-5.719570 1+1E-11 0.017268 30000 5445 6000.000000
1+1E-6.020600 1+1E-11 0.028621 50000 9109 10000.000000
1+1E-6.321630 1+1E-11 0.011462 20000 3675 4000.000000
1+1E-6.622660 1+1E-11 0.017222 30000 5478 6000.000000
1+1E-6.923690 1+1E-11 0.017264 30000 5463 6000.000000
1+1E-7.224720 1+1E-11 0.017238 30000 5504 6000.000000
1+1E-7.525750 1+1E-11 0.017211 30000 5436 6000.000000
1+1E-7.826780 1+1E-11 0.011454 20000 3626 4000.000000
1+1E-8.127810 1+1E-11 0.017097 30000 5434 6000.000000
1+1E-8.428840 1+1E-11 0.017182 30000 5518 6000.000000
1+1E-8.729870 1+1E-11 0.022849 40000 7227 8000.000000
1+1E-9.030900 1+1E-11 0.011492 20000 3626 4000.000000
1+1E-9.331930 1+1E-11 0.005764 10000 1857 2000.000000
1+1E-9.632960 1+1E-11 0.017127 30000 5451 6000.000000
1+1E-9.933990 1+1E-11 0.028518 50000 9023 10000.000000
1+1E-10.235020 1+1E-11 0.011370 20000 3617 4000.000000
1+1E-10.536050 1+1E-11 0.022817 40000 7424 8000.000000
1+1E-10.837080 1+1E-11 0.114230 200000 36107 40000.000000
0.664782
