f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.005282 10000 1970 2000.000000
1+1E-0.187942 1+1E-11 0.005381 10000 1983 2000.000000
1+1E-0.546643 1+1E-11 0.005640 10000 1987 2000.000000
1+1E-0.875664 1+1E-11 0.005787 10000 1977 2000.000000
1+1E-1.190478 1+1E-11 0.005777 10000 1945 2000.000000
1+1E-1.498346 1+1E-11 0.005747 10000 1937 2000.000000
1+1E-1.802783 1+1E-11 0.005766 10000 1951 2000.000000
1+1E-2.105512 1+1E-11 0.005682 10000 1898 2000.000000
1+1E-2.407391 1+1E-11 0.005660 10000 1883 2000.000000
1+1E-2.708846 1+1E-11 0.011335 20000 3757 4000.000000
1+1E-3.010088 1+1E-11 0.011322 20000 3722 4000.000000
1+1E-3.311224 1+1E-11 0.017043 30000 5754 6000.000000
1+1E-3.612307 1+1E-11 0.022606 40000 7231 8000.000000
1+1E-3.913363 1+1E-11 0.005652 10000 1807 2000.000000
1+1E-4.214407 1+1E-11 0.033935 60000 10852 12000.000000
1+1E-4.515443 1+1E-11 0.011287 20000 3663 4000.000000
1+1E-4.816477 1+1E-11 0.016869 30000 5554 6000.000000
1+1E-5.117508 1+1E-11 0.033761 60000 11215 12000.000000
1+1E-5.418539 1+1E-11 0.016862 30000 5558 6000.000000
1+1E-5.719570 1+1E-11 0.017006 30000 5424 6000.000000
1+1E-6.020600 1+1E-11 0.028368 50000 9149 10000.000000
1+1E-6.321630 1+1E-11 0.011336 20000 3608 4000.000000
1+1E-6.622660 1+1E-11 0.039562 70000 12600 14000.000000
1+1E-6.923690 1+1E-11 0.100445 130000 23592 26000.000000
1+1E-7.224720 1+1E-11 0.011619 20000 3606 4000.000000
1+1E-7.525750 1+1E-11 0.051027 90000 16326 18000.000000
1+1E-7.826780 1+1E-11 0.011190 20000 3613 4000.000000
1+1E-8.127810 1+1E-11 0.011213 20000 3605 4000.000000
1+1E-8.428840 1+1E-11 0.011154 20000 3631 4000.000000
1+1E-8.729870 1+1E-11 0.016740 30000 5421 6000.000000
1+1E-9.030900 1+1E-11 0.011130 20000 3626 4000.000000
1+1E-9.331930 1+1E-11 0.022279 40000 7209 8000.000000
1+1E-9.632960 1+1E-11 0.027930 50000 9147 10000.000000
1+1E-9.933990 1+1E-11 0.016779 30000 5511 6000.000000
1+1E-10.235020 1+1E-11 0.022481 40000 7353 8000.000000
1+1E-10.536050 1+1E-11 0.016862 30000 5561 6000.000000
1+1E-10.837080 1+1E-11 0.016879 30000 5420 6000.000000
0.675642
