L: 4 | f_final: 1+1E-11 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:07:08 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005282s
Sat May 29 14:07:08 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005381s
Sat May 29 14:07:08 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005640s
Sat May 29 14:07:08 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.005787s
Sat May 29 14:07:08 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005777s
Sat May 29 14:07:08 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.005747s
Sat May 29 14:07:08 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005766s
Sat May 29 14:07:08 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005682s
Sat May 29 14:07:08 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.005660s
Sat May 29 14:07:08 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 20000 | flat time: 0.011335s
Sat May 29 14:07:08 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 20000 | flat time: 0.011322s
Sat May 29 14:07:08 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 30000 | flat time: 0.017043s
Sat May 29 14:07:08 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 40000 | flat time: 0.022606s
Sat May 29 14:07:08 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 10000 | flat time: 0.005652s
Sat May 29 14:07:08 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 60000 | flat time: 0.033935s
Sat May 29 14:07:08 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 20000 | flat time: 0.011287s
Sat May 29 14:07:09 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 30000 | flat time: 0.016869s
Sat May 29 14:07:09 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 60000 | flat time: 0.033761s
Sat May 29 14:07:09 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 30000 | flat time: 0.016862s
Sat May 29 14:07:09 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 30000 | flat time: 0.017006s
Sat May 29 14:07:09 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 50000 | flat time: 0.028368s
Sat May 29 14:07:09 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 20000 | flat time: 0.011336s
Sat May 29 14:07:09 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 70000 | flat time: 0.039562s
Sat May 29 14:07:09 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 130000 | flat time: 0.100445s
Sat May 29 14:07:09 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 20000 | flat time: 0.011619s
Sat May 29 14:07:09 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 90000 | flat time: 0.051027s
Sat May 29 14:07:09 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 20000 | flat time: 0.011190s
Sat May 29 14:07:09 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 20000 | flat time: 0.011213s
Sat May 29 14:07:09 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 20000 | flat time: 0.011154s
Sat May 29 14:07:09 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 30000 | flat time: 0.016740s
Sat May 29 14:07:09 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 20000 | flat time: 0.011130s
Sat May 29 14:07:09 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 40000 | flat time: 0.022279s
Sat May 29 14:07:09 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 50000 | flat time: 0.027930s
Sat May 29 14:07:09 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 30000 | flat time: 0.016779s
Sat May 29 14:07:09 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 40000 | flat time: 0.022481s
Sat May 29 14:07:09 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 30000 | flat time: 0.016862s
Sat May 29 14:07:09 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 30000 | flat time: 0.016879s
