L: 4 | f_final: 1+1E-11 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:07:29 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005849s
Sat May 29 14:07:29 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005534s
Sat May 29 14:07:29 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005757s
Sat May 29 14:07:29 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.006113s
Sat May 29 14:07:29 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005899s
Sat May 29 14:07:29 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.006157s
Sat May 29 14:07:29 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005997s
Sat May 29 14:07:29 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005799s
Sat May 29 14:07:29 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.006067s
Sat May 29 14:07:29 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 10000 | flat time: 0.005809s
Sat May 29 14:07:29 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 40000 | flat time: 0.023301s
Sat May 29 14:07:29 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 20000 | flat time: 0.011648s
Sat May 29 14:07:29 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 20000 | flat time: 0.011525s
Sat May 29 14:07:29 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 30000 | flat time: 0.017312s
Sat May 29 14:07:29 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 30000 | flat time: 0.017199s
Sat May 29 14:07:29 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 20000 | flat time: 0.011729s
Sat May 29 14:07:29 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 30000 | flat time: 0.017208s
Sat May 29 14:07:29 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 80000 | flat time: 0.047211s
Sat May 29 14:07:29 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 30000 | flat time: 0.017578s
Sat May 29 14:07:29 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 20000 | flat time: 0.011570s
Sat May 29 14:07:29 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 40000 | flat time: 0.023214s
Sat May 29 14:07:29 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 20000 | flat time: 0.011528s
Sat May 29 14:07:29 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 20000 | flat time: 0.011527s
Sat May 29 14:07:29 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 30000 | flat time: 0.017560s
Sat May 29 14:07:29 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 20000 | flat time: 0.011533s
Sat May 29 14:07:29 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 70000 | flat time: 0.039774s
Sat May 29 14:07:29 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 30000 | flat time: 0.017099s
Sat May 29 14:07:29 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 30000 | flat time: 0.017318s
Sat May 29 14:07:29 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 60000 | flat time: 0.034930s
Sat May 29 14:07:29 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 140000 | flat time: 0.081869s
Sat May 29 14:07:30 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 250000 | flat time: 0.146159s
Sat May 29 14:07:30 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 20000 | flat time: 0.012266s
Sat May 29 14:07:30 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 30000 | flat time: 0.017943s
Sat May 29 14:07:30 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 20000 | flat time: 0.012026s
Sat May 29 14:07:30 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 30000 | flat time: 0.017547s
Sat May 29 14:07:30 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 40000 | flat time: 0.024186s
Sat May 29 14:07:30 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 50000 | flat time: 0.029584s
