L: 4 | f_final: 1+1E-11 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:06:36 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005309s
Sat May 29 14:06:36 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005495s
Sat May 29 14:06:36 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005722s
Sat May 29 14:06:36 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.005890s
Sat May 29 14:06:36 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005882s
Sat May 29 14:06:36 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.005844s
Sat May 29 14:06:36 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005802s
Sat May 29 14:06:36 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005747s
Sat May 29 14:06:36 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 20000 | flat time: 0.011481s
Sat May 29 14:06:36 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 10000 | flat time: 0.005778s
Sat May 29 14:06:36 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 10000 | flat time: 0.005704s
Sat May 29 14:06:36 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 20000 | flat time: 0.011480s
Sat May 29 14:06:36 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 30000 | flat time: 0.017202s
Sat May 29 14:06:36 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 40000 | flat time: 0.023063s
Sat May 29 14:06:36 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 20000 | flat time: 0.011489s
Sat May 29 14:06:36 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 20000 | flat time: 0.011497s
Sat May 29 14:06:36 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 30000 | flat time: 0.017155s
Sat May 29 14:06:36 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 170000 | flat time: 0.097015s
Sat May 29 14:06:36 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 30000 | flat time: 0.017076s
Sat May 29 14:06:36 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 40000 | flat time: 0.022784s
Sat May 29 14:06:36 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 20000 | flat time: 0.011329s
Sat May 29 14:06:36 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 40000 | flat time: 0.022738s
Sat May 29 14:06:36 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 120000 | flat time: 0.068195s
Sat May 29 14:06:36 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 40000 | flat time: 0.022755s
Sat May 29 14:06:36 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 70000 | flat time: 0.039878s
Sat May 29 14:06:36 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 20000 | flat time: 0.011342s
Sat May 29 14:06:36 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 100000 | flat time: 0.056866s
Sat May 29 14:06:36 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 30000 | flat time: 0.017050s
Sat May 29 14:06:37 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 40000 | flat time: 0.022740s
Sat May 29 14:06:37 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 20000 | flat time: 0.011341s
Sat May 29 14:06:37 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 260000 | flat time: 0.148382s
Sat May 29 14:06:37 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 40000 | flat time: 0.022876s
Sat May 29 14:06:37 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 20000 | flat time: 0.011371s
Sat May 29 14:06:37 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 40000 | flat time: 0.022762s
Sat May 29 14:06:37 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 140000 | flat time: 0.079515s
Sat May 29 14:06:37 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 70000 | flat time: 0.039892s
Sat May 29 14:06:37 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 40000 | flat time: 0.022898s
