run: 83 | L: 4 | f_final: 1+1E-11 | flatness: 90 | dim: 2D | lattice: SS
Fri Jun 18 15:33:11 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.007068s
Fri Jun 18 15:33:11 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.007368s
Fri Jun 18 15:33:11 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.007732s
Fri Jun 18 15:33:11 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.007747s
Fri Jun 18 15:33:11 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.007699s
Fri Jun 18 15:33:11 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.007569s
Fri Jun 18 15:33:11 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.007053s
Fri Jun 18 15:33:11 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.007009s
Fri Jun 18 15:33:11 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.007005s
Fri Jun 18 15:33:11 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 20000 | flat time: 0.013973s
Fri Jun 18 15:33:11 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 20000 | flat time: 0.013922s
Fri Jun 18 15:33:11 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 30000 | flat time: 0.020980s
Fri Jun 18 15:33:11 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 20000 | flat time: 0.013940s
Fri Jun 18 15:33:11 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 50000 | flat time: 0.035153s
Fri Jun 18 15:33:11 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 30000 | flat time: 0.022876s
Fri Jun 18 15:33:11 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 30000 | flat time: 0.022953s
Fri Jun 18 15:33:11 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 30000 | flat time: 0.023008s
Fri Jun 18 15:33:11 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 30000 | flat time: 0.022862s
Fri Jun 18 15:33:12 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 40000 | flat time: 0.030311s
Fri Jun 18 15:33:12 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 30000 | flat time: 0.022607s
Fri Jun 18 15:33:12 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 40000 | flat time: 0.028650s
Fri Jun 18 15:33:12 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 140000 | flat time: 0.104551s
Fri Jun 18 15:33:12 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 100000 | flat time: 0.073419s
Fri Jun 18 15:33:12 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 40000 | flat time: 0.027820s
Fri Jun 18 15:33:12 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 30000 | flat time: 0.020899s
Fri Jun 18 15:33:12 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 10000 | flat time: 0.006987s
Fri Jun 18 15:33:12 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 40000 | flat time: 0.028207s
Fri Jun 18 15:33:12 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 40000 | flat time: 0.029242s
Fri Jun 18 15:33:12 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 60000 | flat time: 0.045735s
Fri Jun 18 15:33:12 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 10000 | flat time: 0.007640s
Fri Jun 18 15:33:12 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 60000 | flat time: 0.043909s
Fri Jun 18 15:33:12 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 70000 | flat time: 0.048616s
Fri Jun 18 15:33:12 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 50000 | flat time: 0.035146s
Fri Jun 18 15:33:12 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 40000 | flat time: 0.028642s
Fri Jun 18 15:33:12 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 30000 | flat time: 0.022929s
Fri Jun 18 15:33:12 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 60000 | flat time: 0.046010s
Fri Jun 18 15:33:12 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 40000 | flat time: 0.029414s
