f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.005469 10000 1976 2000.000000
1+1E-0.187942 1+1E-7 0.005586 10000 1984 2000.000000
1+1E-0.546643 1+1E-7 0.005790 10000 1982 2000.000000
1+1E-0.875664 1+1E-7 0.006026 10000 1963 2000.000000
1+1E-1.190478 1+1E-7 0.006104 10000 1966 2000.000000
1+1E-1.498346 1+1E-7 0.005984 10000 1961 2000.000000
1+1E-1.802783 1+1E-7 0.005961 10000 1911 2000.000000
1+1E-2.105512 1+1E-7 0.011898 20000 3862 4000.000000
1+1E-2.407391 1+1E-7 0.017387 30000 5776 6000.000000
1+1E-2.708846 1+1E-7 0.011423 20000 3810 4000.000000
1+1E-3.010088 1+1E-7 0.023070 40000 7632 8000.000000
1+1E-3.311224 1+1E-7 0.022995 40000 7615 8000.000000
1+1E-3.612307 1+1E-7 0.040650 70000 13443 14000.000000
1+1E-3.913363 1+1E-7 0.058607 100000 19196 20000.000000
1+1E-4.214407 1+1E-7 0.029593 50000 9552 10000.000000
1+1E-4.515443 1+1E-7 0.046407 80000 15209 16000.000000
1+1E-4.816477 1+1E-7 0.064177 110000 20960 22000.000000
1+1E-5.117508 1+1E-7 0.118097 200000 38278 40000.000000
1+1E-5.418539 1+1E-7 0.286479 490000 93207 98000.000000
1+1E-5.719570 1+1E-7 0.035511 60000 11414 12000.000000
1+1E-6.020600 1+1E-7 0.052468 90000 17115 18000.000000
1+1E-6.321630 1+1E-7 0.122992 210000 40023 42000.000000
1+1E-6.622660 1+1E-7 0.041458 70000 13347 14000.000000
1+1E-6.923690 1+1E-7 0.046367 80000 15221 16000.000000
1.07078
