q q_max q_time hits q_time/hits 
1 31 0.012850 1 0.012850
2 31 0.012391 2 0.006195
3 31 0.017830 3 0.005943
4 31 0.030782 5 0.006156
5 31 0.036763 6 0.006127
6 31 0.049788 8 0.006223
7 31 0.058086 9 0.006454
8 31 0.083917 11 0.007629
9 31 0.084055 13 0.006466
10 31 0.094697 14 0.006764
11 31 0.113122 16 0.007070
12 31 0.122907 18 0.006828
13 31 0.139307 19 0.007332
14 31 0.155327 21 0.007397
15 31 0.164307 23 0.007144
16 31 0.202557 25 0.008102
17 31 0.203126 26 0.007813
18 31 0.255637 28 0.009130
19 31 0.235811 30 0.007860
20 31 0.224052 32 0.007002
21 31 0.388443 34 0.011425
22 31 0.470279 36 0.013063
23 31 0.478126 38 0.012582
24 31 0.494256 40 0.012356
25 31 0.353874 42 0.008426
26 31 0.402371 44 0.009145
27 31 0.340959 46 0.007412
28 31 0.327775 48 0.006829
29 31 0.355320 50 0.007106
30 31 0.349417 52 0.006720
31 31 0.372861 53 0.007035
6.63122
