f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 38.082140 2030000 19598 21724.844279
1+1E-0.187942 1+1E-7 6.824335 280000 2805 2996.530245
1+1E-0.546643 1+1E-7 6.348485 230000 2288 2461.435559
1+1E-0.875664 1+1E-7 2.877934 170000 1642 1819.321935
1+1E-1.190478 1+1E-7 5.632734 330000 3263 3531.624932
1+1E-1.498346 1+1E-7 5.297794 310000 3125 3317.587057
1+1E-1.802783 1+1E-7 8.415386 490000 4963 5243.927929
1+1E-2.105512 1+1E-7 6.869577 400000 3882 4280.757493
1+1E-2.407391 1+1E-7 25.771930 1350000 13347 14447.556540
1+1E-2.708846 1+1E-7 24.336028 1370000 13273 14661.594415
1+1E-3.010088 1+1E-7 40.634361 2350000 22846 25149.450274
1+1E-3.311224 1+1E-7 49.571396 2310000 22492 24721.374524
1+1E-3.612307 1+1E-7 99.276287 4890000 47414 52332.260357
1+1E-3.913363 1+1E-7 98.337383 5680000 54871 60786.756407
1+1E-4.214407 1+1E-7 166.325756 9600000 93003 102738.179842
1+1E-4.515443 1+1E-7 279.895857 16150000 155798 172835.583797
1+1E-4.816477 1+1E-7 190.769979 11010000 106184 117827.850006
1+1E-5.117508 1+1E-7 978.504399 50060000 483610 535736.800301
1+1E-5.418539 1+1E-7 966.919331 48310000 466460 517008.486267
1+1E-5.719570 1+1E-7 899.603574 48370000 467390 517650.599891
1+1E-6.020600 1+1E-7 859.777580 44240000 426257 473451.778772
1+1E-6.321630 1+1E-7 1049.754755 57000000 549030 610007.942812
1+1E-6.622660 1+1E-7 1291.782209 68570000 660866 733828.853309
1+1E-6.923690 1+1E-7 442.707849 24420000 235767 261340.244973
7544.32
