q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.749153 1 0.749153 63999254 63999243 0 1
1 31 0.828579 1 0.828579 63999254 63999243 0 1
2 31 1.622550 2 0.811275 128029252 90171489 37857752 0
3 31 2.428055 3 0.809352 192103829 126279456 65824362 0
4 31 4.124824 5 0.824965 322621790 180428322 142193457 0
5 31 4.976618 6 0.829436 384951728 226275878 158675839 0
6 31 6.661818 8 0.832727 517335645 284421257 232914377 0
7 31 7.575120 9 0.841680 580386780 330107153 250279616 0
8 31 9.356957 11 0.850632 710881051 387370156 323510884 0
9 31 11.298349 13 0.869104 848462934 446460869 402002054 0
10 31 12.124961 14 0.866069 907714523 493329157 414385355 0
11 31 14.133746 16 0.883359 1044334908 552868746 491466151 0
12 31 16.195168 18 0.899732 1200696768 623268397 577428360 0
13 31 16.691697 19 0.878510 1235118474 656531912 578586551 0
14 31 18.885063 21 0.899289 1385445883 723132938 662312934 0
15 31 20.584186 23 0.894965 1528301135 783946131 744354993 0
16 31 27.653477 25 1.106139 2025509545 1028628068 996881466 0
17 31 23.613965 26 0.908229 1732160020 888930849 843229160 0
18 31 24.900526 28 0.889304 1853766316 933565335 920200970 0
19 31 28.000738 30 0.933358 2072822963 1028789680 1044033272 0
20 31 31.303136 32 0.978223 2258057654 1104039880 1154017763 0
21 31 33.629927 34 0.989115 2504025863 1206304171 1297721681 0
22 31 35.323819 36 0.981217 2573804653 1218313664 1355490978 0
23 31 36.766508 38 0.967540 2704950522 1262218108 1442732403 0
24 31 41.384685 40 1.034617 3034907121 1390177811 1644729299 0
25 31 40.954175 42 0.975099 3046809032 1370405094 1676403927 0
26 31 39.944944 44 0.907840 3031487424 1334053451 1697433962 0
27 31 42.495259 46 0.923810 3184381213 1372597864 1811783338 0
28 31 42.942152 48 0.894628 3319513318 1396963842 1922549465 0
29 31 45.156477 50 0.903130 3434740311 1406890048 2027850252 0
30 31 45.106483 52 0.867432 3533960767 1406457433 2127503323 0
31 31 44.893772 53 0.847052 3591724588 1408948754 2182775823 0
732.315
