f f_max loop_dur mc_sweeps min_h avg_h
-0.235094 8 0.001454 10000 6665 6666.666667
0.187942 8 0.001482 10000 6664 6666.666667
0.546643 8 0.001469 10000 6658 6666.666667
0.875664 8 0.001471 10000 6658 6666.666667
1.190478 8 0.001461 10000 6651 6666.666667
1.498346 8 0.001450 10000 6650 6666.666667
1.802783 8 0.001433 10000 6644 6666.666667
2.105512 8 0.001628 10000 6584 6666.666667
2.407391 8 0.001500 10000 6624 6666.666667
2.708846 8 0.001545 10000 6596 6666.666667
3.010088 8 0.001520 10000 6525 6666.666667
3.311224 8 0.002008 10000 6471 6666.666667
3.612307 8 0.001494 10000 6559 6666.666667
3.913363 8 0.001426 10000 6535 6666.666667
4.214407 8 0.001359 10000 6500 6666.666667
4.515443 8 0.001346 10000 6331 6666.666667
4.816477 8 0.001346 10000 6599 6666.666667
5.117508 8 0.001397 10000 6504 6666.666667
5.418539 8 0.001344 10000 6522 6666.666667
5.719570 8 0.001387 10000 6601 6666.666667
6.020600 8 0.001651 10000 6490 6666.666667
6.321630 8 0.001363 10000 6564 6666.666667
6.622660 8 0.001433 10000 6482 6666.666667
6.923690 8 0.001377 10000 6447 6666.666667
7.224720 8 0.001355 10000 6560 6666.666667
7.525750 8 0.001376 10000 6380 6666.666667
7.826780 8 0.001388 10000 6466 6666.666667
0.040643
