q q_max q_time hits q_time/hits 
1 31 0.011723 1 0.011723
2 31 0.012796 2 0.006398
3 31 0.017554 3 0.005851
4 31 0.029200 5 0.005840
5 31 0.037176 6 0.006196
6 31 0.051015 8 0.006377
7 31 0.066846 9 0.007427
8 31 0.072904 11 0.006628
9 31 0.085611 13 0.006585
10 31 0.099468 14 0.007105
11 31 0.107339 16 0.006709
12 31 0.124257 18 0.006903
13 31 0.135228 19 0.007117
14 31 0.170902 21 0.008138
15 31 0.169214 23 0.007357
16 31 0.174273 25 0.006971
17 31 0.194734 26 0.007490
18 31 0.228524 28 0.008162
19 31 0.248424 30 0.008281
20 31 0.247007 32 0.007719
21 31 0.278593 34 0.008194
22 31 0.257572 36 0.007155
23 31 0.271763 38 0.007152
24 31 0.318254 40 0.007956
25 31 0.302838 42 0.007210
26 31 0.329739 44 0.007494
27 31 0.321713 46 0.006994
28 31 0.344062 48 0.007168
29 31 0.419244 50 0.008385
30 31 0.403985 52 0.007769
31 31 0.381913 53 0.007206
5.91405
