f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.797812 160000 5961 6236.297199
1+1E-0.187942 1+1E-7 0.150187 30000 1119 1169.305725
1+1E-0.546643 1+1E-7 0.150536 30000 1128 1169.305725
1+1E-0.875664 1+1E-7 0.200793 40000 1504 1559.074300
1+1E-1.190478 1+1E-7 0.199119 40000 1490 1559.074300
1+1E-1.498346 1+1E-7 0.447726 90000 3414 3507.917174
1+1E-1.802783 1+1E-7 0.447695 90000 3338 3507.917174
1+1E-2.105512 1+1E-7 1.144689 230000 8591 8964.677223
1+1E-2.407391 1+1E-7 0.845648 170000 6353 6626.065773
1+1E-2.708846 1+1E-7 1.193321 240000 8907 9354.445798
1+1E-3.010088 1+1E-7 2.388892 480000 17843 18708.891596
1+1E-3.311224 1+1E-7 4.328942 870000 32419 33909.866017
1+1E-3.612307 1+1E-7 4.230885 850000 31487 33130.328867
1+1E-3.913363 1+1E-7 4.079800 820000 30481 31961.023143
1+1E-4.214407 1+1E-7 7.665205 1540000 57062 60024.360536
1+1E-4.515443 1+1E-7 19.856339 3990000 147830 155517.661389
1+1E-4.816477 1+1E-7 9.105267 1830000 68082 71327.649208
1+1E-5.117508 1+1E-7 26.274955 5280000 195740 205797.807552
1+1E-5.418539 1+1E-7 19.263818 3870000 143307 150840.438490
1+1E-5.719570 1+1E-7 97.684660 19570000 725129 762777.101096
1+1E-6.020600 1+1E-7 36.904906 7390000 274119 288038.976857
1+1E-6.321630 1+1E-7 30.911414 6190000 229300 241266.747868
1+1E-6.622660 1+1E-7 17.263567 3460000 128221 134859.926918
1+1E-6.923690 1+1E-7 20.260194 4060000 150415 158246.041413
305.797
