f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.769011 160000 5950 6236.297199
1+1E-0.187942 1+1E-7 0.193076 40000 1506 1559.074300
1+1E-0.546643 1+1E-7 0.193418 40000 1515 1559.074300
1+1E-0.875664 1+1E-7 0.338363 70000 2612 2728.380024
1+1E-1.190478 1+1E-7 0.191781 40000 1487 1559.074300
1+1E-1.498346 1+1E-7 0.383242 80000 3028 3118.148599
1+1E-1.802783 1+1E-7 0.383289 80000 2973 3118.148599
1+1E-2.105512 1+1E-7 0.430889 90000 3336 3507.917174
1+1E-2.407391 1+1E-7 1.054203 220000 8163 8574.908648
1+1E-2.708846 1+1E-7 1.341429 280000 10477 10913.520097
1+1E-3.010088 1+1E-7 1.438065 300000 11144 11693.057247
1+1E-3.311224 1+1E-7 2.924871 610000 22609 23775.883069
1+1E-3.612307 1+1E-7 3.643205 760000 28192 29622.411693
1+1E-3.913363 1+1E-7 5.225532 1090000 40595 42484.774665
1+1E-4.214407 1+1E-7 6.710650 1400000 51856 54567.600487
1+1E-4.515443 1+1E-7 8.484506 1770000 65774 68989.037759
1+1E-4.816477 1+1E-7 17.022911 3550000 133193 138367.844093
1+1E-5.117508 1+1E-7 26.957489 5620000 208278 219049.939099
1+1E-5.418539 1+1E-7 16.692662 3480000 129041 135639.464068
1+1E-5.719570 1+1E-7 42.247532 8810000 326336 343386.114495
1+1E-6.020600 1+1E-7 37.897911 8260000 306049 321948.842875
1+1E-6.321630 1+1E-7 14.213769 3850000 142692 150060.901340
1+1E-6.622660 1+1E-7 47.500453 12870000 476661 501632.155907
1+1E-6.923690 1+1E-7 25.648482 6960000 257750 271278.928136
261.887
