f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.644266 160000 5962 6236.297199
1+1E-0.187942 1+1E-7 0.116322 30000 1127 1169.305725
1+1E-0.546643 1+1E-7 0.117450 30000 1114 1169.305725
1+1E-0.875664 1+1E-7 0.155360 40000 1501 1559.074300
1+1E-1.190478 1+1E-7 0.153003 40000 1499 1559.074300
1+1E-1.498346 1+1E-7 0.190926 50000 1865 1948.842875
1+1E-1.802783 1+1E-7 0.381685 100000 3754 3897.685749
1+1E-2.105512 1+1E-7 0.649185 170000 6297 6626.065773
1+1E-2.407391 1+1E-7 0.725355 190000 7102 7405.602923
1+1E-2.708846 1+1E-7 0.916007 240000 8926 9354.445798
1+1E-3.010088 1+1E-7 1.335798 350000 13016 13641.900122
1+1E-3.311224 1+1E-7 2.279620 600000 22303 23386.114495
1+1E-3.612307 1+1E-7 2.776266 730000 27195 28453.105968
1+1E-3.913363 1+1E-7 4.715805 1240000 46043 48331.303289
1+1E-4.214407 1+1E-7 7.106949 1870000 69401 72886.723508
1+1E-4.515443 1+1E-7 10.384425 2730000 101122 106406.820950
1+1E-4.816477 1+1E-7 6.687642 1760000 65200 68599.269184
1+1E-5.117508 1+1E-7 14.747652 3150000 116876 122777.101096
1+1E-5.418539 1+1E-7 27.645511 5510000 204196 214762.484775
1+1E-5.719570 1+1E-7 14.026211 2790000 103319 108745.432400
1+1E-6.020600 1+1E-7 18.830745 3740000 138588 145773.447016
1+1E-6.321630 1+1E-7 33.872543 6730000 249211 262314.250914
1+1E-6.622660 1+1E-7 33.123395 6590000 244205 256857.490865
1+1E-6.923690 1+1E-7 66.211549 13870000 513666 540609.013398
247.794
