f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.651281 130000 4814 5066.991474
1+1E-0.187942 1+1E-7 0.302128 60000 2268 2338.611449
1+1E-0.546643 1+1E-7 0.201780 40000 1511 1559.074300
1+1E-0.875664 1+1E-7 0.201758 40000 1501 1559.074300
1+1E-1.190478 1+1E-7 0.350762 70000 2666 2728.380024
1+1E-1.498346 1+1E-7 0.450820 90000 3361 3507.917174
1+1E-1.802783 1+1E-7 0.650808 130000 4890 5066.991474
1+1E-2.105512 1+1E-7 0.650448 130000 4868 5066.991474
1+1E-2.407391 1+1E-7 0.650827 130000 4816 5066.991474
1+1E-2.708846 1+1E-7 1.803506 360000 13409 14031.668697
1+1E-3.010088 1+1E-7 2.504914 500000 18702 19488.428745
1+1E-3.311224 1+1E-7 2.504582 500000 18564 19488.428745
1+1E-3.612307 1+1E-7 4.408336 880000 32632 34299.634592
1+1E-3.913363 1+1E-7 5.710250 1140000 42277 44433.617540
1+1E-4.214407 1+1E-7 8.066046 1610000 59630 62752.740560
1+1E-4.515443 1+1E-7 12.327040 2460000 91121 95883.069428
1+1E-4.816477 1+1E-7 11.725351 2340000 86807 91205.846529
1+1E-5.117508 1+1E-7 27.613701 5510000 204722 214762.484775
1+1E-5.418539 1+1E-7 62.410037 12450000 461135 485261.875761
1+1E-5.719570 1+1E-7 83.950838 16740000 620158 652472.594397
1+1E-6.020600 1+1E-7 37.555008 7470000 276601 291157.125457
1+1E-6.321630 1+1E-7 31.438944 6250000 231447 243605.359318
1+1E-6.622660 1+1E-7 15.136539 3010000 111486 117320.341048
1+1E-6.923690 1+1E-7 13.226542 2630000 97421 102509.135201
324.493
