q q_max q_time hits q_time/hits 
1 31 0.071648 1 0.071648
2 31 0.124525 2 0.062262
3 31 0.184514 3 0.061505
4 31 0.300044 5 0.060009
5 31 0.365793 6 0.060965
6 31 0.480199 8 0.060025
7 31 0.551058 9 0.061229
8 31 0.664912 11 0.060447
9 31 0.783481 13 0.060268
10 31 0.865359 14 0.061811
11 31 0.993087 16 0.062068
12 31 1.112156 18 0.061786
13 31 1.207066 19 0.063530
14 31 1.336566 21 0.063646
15 31 1.458822 23 0.063427
16 31 1.587374 25 0.063495
17 31 1.601333 26 0.061590
18 31 1.721704 28 0.061489
19 31 1.994123 30 0.066471
20 31 2.262360 32 0.070699
21 31 2.345817 34 0.068995
22 31 2.283184 36 0.063422
23 31 2.408060 38 0.063370
24 31 2.713311 40 0.067833
25 31 2.958376 42 0.070438
26 31 2.771134 44 0.062980
27 31 2.793333 46 0.060725
28 31 2.973678 48 0.061952
29 31 2.969312 50 0.059386
30 31 2.524421 52 0.048547
31 31 2.189683 53 0.041315
48.5967
