q q_max q_time hits q_time/hits 
1 31 0.072115 1 0.072115
2 31 0.125630 2 0.062815
3 31 0.185098 3 0.061699
4 31 0.301612 5 0.060322
5 31 0.366643 6 0.061107
6 31 0.479613 8 0.059952
7 31 0.553778 9 0.061531
8 31 0.724717 11 0.065883
9 31 0.794427 13 0.061110
10 31 0.874397 14 0.062457
11 31 1.007899 16 0.062994
12 31 1.114755 18 0.061931
13 31 1.174485 19 0.061815
14 31 1.308552 21 0.062312
15 31 1.408332 23 0.061232
16 31 1.556220 25 0.062249
17 31 1.625506 26 0.062519
18 31 1.716903 28 0.061318
19 31 1.980773 30 0.066026
20 31 1.965062 32 0.061408
21 31 2.548229 34 0.074948
22 31 2.371327 36 0.065870
23 31 2.372618 38 0.062437
24 31 2.432717 40 0.060818
25 31 3.221619 42 0.076705
26 31 2.637670 44 0.059947
27 31 2.746996 46 0.059717
28 31 2.961473 48 0.061697
29 31 2.096669 50 0.041933
30 31 2.702834 52 0.051978
31 31 2.981172 53 0.056249
48.4102
