q q_max q_time hits q_time/hits 
1 31 0.073315 1 0.073315
2 31 0.127152 2 0.063576
3 31 0.187548 3 0.062516
4 31 0.303422 5 0.060684
5 31 0.374346 6 0.062391
6 31 0.486805 8 0.060851
7 31 0.562881 9 0.062542
8 31 0.676187 11 0.061472
9 31 0.836546 13 0.064350
10 31 0.866263 14 0.061876
11 31 1.016775 16 0.063548
12 31 1.225694 18 0.068094
13 31 1.206571 19 0.063504
14 31 1.320617 21 0.062887
15 31 1.446476 23 0.062890
16 31 1.562106 25 0.062484
17 31 1.595103 26 0.061350
18 31 1.941657 28 0.069345
19 31 2.998156 30 0.099939
20 31 2.064412 32 0.064513
21 31 2.669135 34 0.078504
22 31 2.707534 36 0.075209
23 31 2.397562 38 0.063094
24 31 2.673123 40 0.066828
25 31 1.995458 42 0.047511
26 31 1.945131 44 0.044208
27 31 2.693689 46 0.058558
28 31 2.935809 48 0.061163
29 31 2.971994 50 0.059440
30 31 3.175375 52 0.061065
31 31 3.552214 53 0.067023
50.5894
