run: 37 | L: 4 | f_final: 1+1E-10 | flatness: 90 | dim: 2D | lattice: SS
Fri Jun 18 15:30:45 2021 | f: 1+1E0.235094/1+1E-10 | sweeps: 10000 | flat time: 0.007682s
Fri Jun 18 15:30:45 2021 | f: 1+1E-0.187942/1+1E-10 | sweeps: 10000 | flat time: 0.008243s
Fri Jun 18 15:30:45 2021 | f: 1+1E-0.546643/1+1E-10 | sweeps: 10000 | flat time: 0.008231s
Fri Jun 18 15:30:45 2021 | f: 1+1E-0.875664/1+1E-10 | sweeps: 10000 | flat time: 0.008512s
Fri Jun 18 15:30:45 2021 | f: 1+1E-1.190478/1+1E-10 | sweeps: 10000 | flat time: 0.008741s
Fri Jun 18 15:30:45 2021 | f: 1+1E-1.498346/1+1E-10 | sweeps: 10000 | flat time: 0.009728s
Fri Jun 18 15:30:45 2021 | f: 1+1E-1.802783/1+1E-10 | sweeps: 10000 | flat time: 0.009295s
Fri Jun 18 15:30:45 2021 | f: 1+1E-2.105512/1+1E-10 | sweeps: 10000 | flat time: 0.008417s
Fri Jun 18 15:30:45 2021 | f: 1+1E-2.407391/1+1E-10 | sweeps: 10000 | flat time: 0.008360s
Fri Jun 18 15:30:45 2021 | f: 1+1E-2.708846/1+1E-10 | sweeps: 10000 | flat time: 0.009804s
Fri Jun 18 15:30:45 2021 | f: 1+1E-3.010088/1+1E-10 | sweeps: 10000 | flat time: 0.016062s
Fri Jun 18 15:30:45 2021 | f: 1+1E-3.311224/1+1E-10 | sweeps: 20000 | flat time: 0.022318s
Fri Jun 18 15:30:45 2021 | f: 1+1E-3.612307/1+1E-10 | sweeps: 40000 | flat time: 0.041465s
Fri Jun 18 15:30:45 2021 | f: 1+1E-3.913363/1+1E-10 | sweeps: 40000 | flat time: 0.036728s
Fri Jun 18 15:30:45 2021 | f: 1+1E-4.214407/1+1E-10 | sweeps: 30000 | flat time: 0.026548s
Fri Jun 18 15:30:45 2021 | f: 1+1E-4.515443/1+1E-10 | sweeps: 30000 | flat time: 0.026387s
Fri Jun 18 15:30:45 2021 | f: 1+1E-4.816477/1+1E-10 | sweeps: 30000 | flat time: 0.025893s
Fri Jun 18 15:30:45 2021 | f: 1+1E-5.117508/1+1E-10 | sweeps: 20000 | flat time: 0.017245s
Fri Jun 18 15:30:45 2021 | f: 1+1E-5.418539/1+1E-10 | sweeps: 30000 | flat time: 0.025458s
Fri Jun 18 15:30:45 2021 | f: 1+1E-5.719570/1+1E-10 | sweeps: 40000 | flat time: 0.033698s
Fri Jun 18 15:30:45 2021 | f: 1+1E-6.020600/1+1E-10 | sweeps: 40000 | flat time: 0.033635s
Fri Jun 18 15:30:45 2021 | f: 1+1E-6.321630/1+1E-10 | sweeps: 30000 | flat time: 0.025319s
Fri Jun 18 15:30:45 2021 | f: 1+1E-6.622660/1+1E-10 | sweeps: 20000 | flat time: 0.016604s
Fri Jun 18 15:30:45 2021 | f: 1+1E-6.923690/1+1E-10 | sweeps: 20000 | flat time: 0.016605s
Fri Jun 18 15:30:45 2021 | f: 1+1E-7.224720/1+1E-10 | sweeps: 20000 | flat time: 0.016938s
Fri Jun 18 15:30:45 2021 | f: 1+1E-7.525750/1+1E-10 | sweeps: 30000 | flat time: 0.025021s
Fri Jun 18 15:30:45 2021 | f: 1+1E-7.826780/1+1E-10 | sweeps: 40000 | flat time: 0.033304s
Fri Jun 18 15:30:46 2021 | f: 1+1E-8.127810/1+1E-10 | sweeps: 100000 | flat time: 0.083115s
Fri Jun 18 15:30:46 2021 | f: 1+1E-8.428840/1+1E-10 | sweeps: 20000 | flat time: 0.016560s
Fri Jun 18 15:30:46 2021 | f: 1+1E-8.729870/1+1E-10 | sweeps: 40000 | flat time: 0.034778s
Fri Jun 18 15:30:46 2021 | f: 1+1E-9.030900/1+1E-10 | sweeps: 40000 | flat time: 0.033186s
Fri Jun 18 15:30:46 2021 | f: 1+1E-9.331930/1+1E-10 | sweeps: 90000 | flat time: 0.077719s
Fri Jun 18 15:30:46 2021 | f: 1+1E-9.632960/1+1E-10 | sweeps: 30000 | flat time: 0.025542s
Fri Jun 18 15:30:46 2021 | f: 1+1E-9.933990/1+1E-10 | sweeps: 40000 | flat time: 0.034271s
