q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.726233 1 0.726233 63998430 63998415 0 1
1 31 0.788765 1 0.788765 63998430 63998415 0 1
2 31 1.587443 2 0.793721 128043923 92946817 35097091 0
3 31 2.396515 3 0.798838 192100685 134466628 57634042 0
4 31 4.097835 5 0.819567 320828871 195943583 124885273 0
5 31 4.972741 6 0.828790 384677436 249997339 134680082 0
6 31 6.667272 8 0.833409 515214153 312399951 202814187 0
7 31 8.364117 10 0.836412 644427446 376911415 267516016 0
8 31 10.351942 12 0.862662 792311642 453640914 338670713 0
9 31 12.038220 14 0.859873 905837170 511370046 394467109 0
10 31 13.765207 16 0.860325 1035768836 577085508 458683313 0
11 31 15.495926 18 0.860885 1169623014 647277794 522345205 0
12 31 17.817545 21 0.848455 1369786888 723742326 646044547 0
13 31 19.343171 23 0.841007 1490874759 788365741 702509003 0
14 31 22.135570 26 0.851368 1703370386 873607166 829763205 0
15 31 23.838656 28 0.851381 1832023326 942169294 889854017 0
16 31 26.399634 31 0.851601 2060455858 1033983931 1026471912 0
17 31 29.309454 34 0.862043 2274546331 1119436046 1155110270 0
18 31 31.263361 36 0.868427 2382060243 1174548862 1207511366 0
19 31 32.329126 38 0.850766 2504538907 1233404253 1271134639 0
20 31 35.772161 41 0.872492 2752748337 1326049237 1426699085 0
21 31 36.988165 43 0.860190 2816769232 1355324641 1461444576 0
22 31 40.415656 46 0.878601 3043665952 1433335028 1610330909 0
23 31 42.413585 49 0.865583 3215952471 1481050890 1734901566 0
24 31 44.421492 52 0.854259 3438646909 1549053520 1889593374 0
25 31 46.555303 55 0.846460 3671994461 1621850331 2050144115 0
26 31 49.163103 58 0.847640 3844532627 1659487795 2185044817 0
27 31 51.488158 61 0.844068 4009984267 1688779403 2321204849 0
28 31 55.235014 65 0.849769 4364176165 1768959379 2595216771 0
29 31 57.704080 67 0.861255 4419764881 1767349705 2652415161 0
30 31 58.351726 69 0.845677 4539822737 1782853130 2756969592 0
31 31 58.534915 71 0.824435 4677202063 1796886002 2880316046 0
860.736
