q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.724090 1 0.724090 63998430 63998415 0 1
1 31 0.792835 1 0.792835 63998430 63998415 0 1
2 31 1.607238 2 0.803619 128021856 92916696 35105145 0
3 31 2.429361 3 0.809787 192117788 134537043 57580730 0
4 31 4.108694 5 0.821739 320615563 195810344 124805204 0
5 31 5.017488 6 0.836248 385208700 250406983 134801702 0
6 31 6.733503 8 0.841688 515210473 312390519 202819939 0
7 31 8.466734 10 0.846673 645434357 377659508 267774834 0
8 31 10.242423 12 0.853535 785563272 449361889 336201368 0
9 31 12.044358 14 0.860311 905567960 511011038 394556907 0
10 31 13.775441 16 0.860965 1032770062 575033044 457737003 0
11 31 15.463649 18 0.859092 1168396546 646330404 522066127 0
12 31 17.816778 21 0.848418 1369388698 723169474 646219209 0
13 31 19.559185 23 0.850399 1495608884 791347802 704261067 0
14 31 21.605266 26 0.830972 1712828974 879630073 833198886 0
15 31 23.734708 28 0.847668 1843855046 948888026 894967005 0
16 31 26.967942 31 0.869934 2075236295 1041556664 1033679616 0
17 31 29.364625 34 0.863665 2254997118 1109359971 1145637132 0
18 31 31.124633 36 0.864573 2383583217 1175128872 1208454330 0
19 31 31.899428 38 0.839459 2517305580 1240112450 1277193115 0
20 31 35.241516 41 0.859549 2768304338 1333387269 1434917054 0
21 31 36.280145 43 0.843724 2821765910 1357959347 1463806548 0
22 31 38.635063 46 0.839893 3049443405 1436487245 1612956145 0
23 31 41.185909 49 0.840529 3232149738 1488958835 1743190888 0
24 31 45.381484 52 0.872721 3514622176 1584798663 1929823498 0
25 31 47.022360 55 0.854952 3687627195 1628036514 2059590666 0
26 31 47.764387 58 0.823524 3818656390 1646805855 2171850520 0
27 31 50.107689 61 0.821438 4028890360 1697999239 2330891106 0
28 31 55.647123 65 0.856110 4389722998 1778244553 2611478430 0
29 31 57.285078 67 0.855001 4441950306 1777011214 2664939077 0
30 31 58.944687 69 0.854271 4557384558 1790296602 2767087941 0
31 31 58.203741 71 0.819771 4722894816 1815213328 2907681473 0
855.182
