f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 49.778663 3240000 25823 28183.486239
1+1E-0.187942 1+1E-6 5.787573 380000 3116 3305.582928
1+1E-0.546643 1+1E-6 4.323036 280000 2260 2435.609922
1+1E-0.875664 1+1E-6 3.700447 240000 1919 2087.665647
1+1E-1.190478 1+1E-6 4.868405 320000 2521 2783.554196
1+1E-1.498346 1+1E-6 3.344757 220000 1737 1913.758537
1+1E-1.802783 1+1E-6 9.781648 640000 5143 5567.108393
1+1E-2.105512 1+1E-6 5.320288 350000 2758 3044.512402
1+1E-2.407391 1+1E-6 27.271424 1790000 14267 15570.506286
1+1E-2.708846 1+1E-6 24.203576 1590000 12455 13830.784913
1+1E-3.010088 1+1E-6 31.943503 2080000 16735 18093.102277
1+1E-3.311224 1+1E-6 46.937803 3080000 24133 26791.709140
1+1E-3.612307 1+1E-6 84.878694 5540000 43412 48190.282025
1+1E-3.913363 1+1E-6 117.992213 7730000 60724 67240.231057
1+1E-4.214407 1+1E-6 163.101759 10660000 83754 92727.149168
1+1E-4.515443 1+1E-6 282.280625 18540000 145301 161272.171254
1+1E-4.816477 1+1E-6 334.945339 22000000 173311 191369.351002
1+1E-5.117508 1+1E-6 454.464644 29810000 233763 259305.470608
1+1E-5.418539 1+1E-6 1465.412577 95530000 753887 830977.913694
1+1E-5.719570 1+1E-6 1222.953275 79580000 630904 692235.134217
4343.29
