f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 37.971273 2620000 20570 22790.349983
1+1E-0.187942 1+1E-6 3.458683 240000 1913 2087.665647
1+1E-0.546643 1+1E-6 3.027881 210000 1648 1826.769513
1+1E-0.875664 1+1E-6 4.343413 300000 2440 2609.582059
1+1E-1.190478 1+1E-6 4.305615 300000 2420 2609.582059
1+1E-1.498346 1+1E-6 6.036488 420000 3331 3653.414883
1+1E-1.802783 1+1E-6 12.245534 850000 6712 7393.815834
1+1E-2.105512 1+1E-6 11.086084 770000 6230 6697.927285
1+1E-2.407391 1+1E-6 13.979969 970000 7686 8437.648658
1+1E-2.708846 1+1E-6 25.663990 1780000 14370 15483.520217
1+1E-3.010088 1+1E-6 40.120345 2780000 21865 24182.127081
1+1E-3.311224 1+1E-6 38.957703 2700000 21208 23486.238532
1+1E-3.612307 1+1E-6 82.880856 5740000 44973 49930.003398
1+1E-3.913363 1+1E-6 113.474146 7860000 61658 68371.049949
1+1E-4.214407 1+1E-6 284.661982 19710000 154696 171449.541284
1+1E-4.515443 1+1E-6 244.198192 16900000 132736 147006.455997
1+1E-4.816477 1+1E-6 258.623875 17980000 140813 156400.951410
1+1E-5.117508 1+1E-6 1124.010461 78230000 614423 680492.014951
1+1E-5.418539 1+1E-6 671.656381 46750000 368257 406659.870880
1+1E-5.719570 1+1E-6 712.614360 49570000 388134 431189.942236
3693.32
