run: 20 | L: 4 | f_final: 1+1E-8 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:11:58 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005662s
Fri Jun 18 15:11:58 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005802s
Fri Jun 18 15:11:58 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005911s
Fri Jun 18 15:11:58 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005936s
Fri Jun 18 15:11:58 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005964s
Fri Jun 18 15:11:58 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.006113s
Fri Jun 18 15:11:58 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.006153s
Fri Jun 18 15:11:58 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.006218s
Fri Jun 18 15:11:58 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 10000 | flat time: 0.006160s
Fri Jun 18 15:11:58 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 10000 | flat time: 0.005950s
Fri Jun 18 15:11:58 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 20000 | flat time: 0.011812s
Fri Jun 18 15:11:58 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 10000 | flat time: 0.005798s
Fri Jun 18 15:11:58 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 20000 | flat time: 0.011802s
Fri Jun 18 15:11:58 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 10000 | flat time: 0.005863s
Fri Jun 18 15:11:58 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 10000 | flat time: 0.005940s
Fri Jun 18 15:11:58 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 10000 | flat time: 0.005871s
Fri Jun 18 15:11:58 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 10000 | flat time: 0.005984s
Fri Jun 18 15:11:58 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 10000 | flat time: 0.005909s
Fri Jun 18 15:11:58 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 10000 | flat time: 0.005922s
Fri Jun 18 15:11:58 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 10000 | flat time: 0.005949s
Fri Jun 18 15:11:58 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 10000 | flat time: 0.005932s
Fri Jun 18 15:11:58 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 10000 | flat time: 0.005934s
Fri Jun 18 15:11:58 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 10000 | flat time: 0.005748s
Fri Jun 18 15:11:58 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 10000 | flat time: 0.005716s
Fri Jun 18 15:11:58 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 10000 | flat time: 0.005771s
Fri Jun 18 15:11:58 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 30000 | flat time: 0.017330s
Fri Jun 18 15:11:58 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 10000 | flat time: 0.005754s
