q q_max q_time hits q_time/hits 
1 127 1.092736 1 1.092736
2 127 2.025155 2 1.012577
3 127 3.003132 3 1.001044
4 127 4.970500 5 0.994100
5 127 5.874016 6 0.979003
6 127 7.844465 8 0.980558
7 127 8.718814 9 0.968757
8 127 10.788054 11 0.980732
9 127 12.690591 13 0.976199
10 127 13.584326 14 0.970309
11 127 17.388396 16 1.086775
12 127 18.364294 18 1.020239
13 127 19.004162 19 1.000219
14 127 21.137301 21 1.006538
15 127 24.050231 23 1.045662
16 127 25.539110 25 1.021564
17 127 27.586035 26 1.061001
18 127 29.975368 28 1.070549
19 127 31.652704 30 1.055090
20 127 43.657031 32 1.364282
21 127 35.445213 33 1.074097
22 127 41.123914 35 1.174969
23 127 42.085543 37 1.137447
24 127 41.829892 39 1.072561
25 127 58.126958 41 1.417731
26 127 46.993426 42 1.118891
27 127 50.915929 44 1.157180
28 127 56.822346 46 1.235268
29 127 64.286777 48 1.339308
30 127 89.590886 50 1.791818
31 127 58.090255 51 1.139025
32 127 65.277295 53 1.231647
33 127 68.225016 55 1.240455
34 127 70.803881 57 1.242173
35 127 77.443763 59 1.312606
36 127 107.383039 61 1.760378
37 127 74.936935 62 1.208660
38 127 78.341017 64 1.224078
39 127 82.146417 66 1.244643
40 127 79.227073 68 1.165104
41 127 103.870490 70 1.483864
42 127 177.258400 72 2.461922
43 127 95.909751 73 1.313832
44 127 97.588531 75 1.301180
45 127 98.915132 77 1.284612
46 127 95.812246 79 1.212813
47 127 134.869991 81 1.665062
48 127 121.028407 83 1.458174
49 127 237.491275 85 2.794015
50 127 131.064669 86 1.524008
51 127 137.561996 88 1.563204
52 127 135.798087 90 1.508868
53 127 141.495094 92 1.537990
54 127 176.518819 94 1.877860
55 127 221.829430 96 2.310723
56 127 233.157498 98 2.379158
57 127 124.937897 99 1.261999
58 127 130.838617 101 1.295432
59 127 127.620098 103 1.239030
60 127 160.948672 105 1.532844
61 127 217.327181 107 2.031095
62 127 198.122822 109 1.817641
63 127 365.502463 111 3.292815
64 127 478.512480 113 4.234624
65 127 163.301513 114 1.432469
66 127 217.909565 116 1.878531
67 127 142.960265 118 1.211528
68 127 172.163075 120 1.434692
69 127 214.520677 122 1.758366
70 127 271.909774 124 2.192821
71 127 288.139281 126 2.286820
72 127 431.137015 128 3.368258
73 127 382.896940 130 2.945361
74 127 467.225207 132 3.539585
75 127 426.015968 134 3.179224
76 127 369.815121 136 2.719229
77 127 326.990325 138 2.369495
78 127 256.046683 140 1.828905
79 127 283.502239 142 1.996495
80 127 303.483541 144 2.107525
81 127 315.052831 146 2.157896
82 127 327.280141 148 2.211352
83 127 266.177528 150 1.774517
84 127 297.710368 152 1.958621
85 127 304.429467 154 1.976815
86 127 280.284691 156 1.796697
87 127 242.296700 158 1.533523
88 127 358.071182 160 2.237945
89 127 275.215613 162 1.698862
90 127 291.469664 164 1.777254
91 127 239.534069 166 1.442976
92 127 327.367173 168 1.948614
93 127 278.480036 170 1.638118
94 127 349.365249 172 2.031193
95 127 332.294390 174 1.909738
96 127 358.802790 176 2.038652
97 127 434.109261 178 2.438816
98 127 378.791711 180 2.104398
99 127 329.031411 182 1.807865
100 127 307.792013 184 1.672783
101 127 336.465573 186 1.808955
102 127 304.798123 188 1.621267
103 127 294.403844 190 1.549494
104 127 316.416890 192 1.648005
105 127 347.520781 194 1.791344
106 127 388.000090 196 1.979592
107 127 314.009155 198 1.585905
108 127 386.425146 200 1.932126
109 127 368.341850 202 1.823475
110 127 448.051862 204 2.196333
111 127 437.552358 206 2.124041
112 127 452.678761 208 2.176340
113 127 415.124575 210 1.976784
114 127 400.109299 212 1.887308
115 127 447.541703 214 2.091316
116 127 333.777299 216 1.545265
117 127 535.463080 218 2.456253
118 127 344.011667 220 1.563689
119 127 406.814026 222 1.832496
120 127 386.586861 224 1.725834
121 127 427.255853 226 1.890513
122 127 413.447530 228 1.813366
123 127 393.644927 230 1.711500
124 127 381.807832 232 1.645723
125 127 425.320094 234 1.817607
126 127 538.767879 236 2.282915
127 127 497.525373 237 2.099263
27515.5
