q q_max q_time hits q_time/hits 
1 127 0.115673 1 0.115673
2 127 0.139770 2 0.069885
3 127 0.204973 3 0.068324
4 127 0.348348 5 0.069670
5 127 0.437275 6 0.072879
6 127 0.530185 8 0.066273
7 127 0.660959 9 0.073440
8 127 0.777119 11 0.070647
9 127 0.870263 13 0.066943
10 127 0.930114 14 0.066437
11 127 1.057350 16 0.066084
12 127 1.339970 18 0.074443
13 127 1.475596 19 0.077663
14 127 1.736952 21 0.082712
15 127 1.969085 23 0.085612
16 127 3.375741 25 0.135030
17 127 1.958029 26 0.075309
18 127 2.941034 28 0.105037
19 127 2.622912 30 0.087430
20 127 4.580093 32 0.143128
21 127 3.371630 33 0.102171
22 127 3.372711 35 0.096363
23 127 5.035511 37 0.136095
24 127 5.011352 39 0.128496
25 127 7.606951 41 0.185535
26 127 3.519703 42 0.083802
27 127 4.076319 44 0.092644
28 127 5.616164 46 0.122091
29 127 6.459596 48 0.134575
30 127 8.045122 50 0.160902
31 127 5.214769 51 0.102250
32 127 4.119902 53 0.077734
33 127 5.568072 55 0.101238
34 127 9.485825 57 0.166418
35 127 11.677505 59 0.197924
36 127 9.001912 61 0.147572
37 127 6.854468 62 0.110556
38 127 7.097105 64 0.110892
39 127 10.819776 66 0.163936
40 127 13.141283 68 0.193254
41 127 13.577270 70 0.193961
42 127 16.912248 72 0.234892
43 127 8.401350 73 0.115087
44 127 7.329050 75 0.097721
45 127 12.354301 77 0.160445
46 127 9.805856 79 0.124125
47 127 9.836015 81 0.121432
48 127 21.357368 83 0.257318
49 127 11.113080 85 0.130742
50 127 10.409165 86 0.121037
51 127 8.988628 88 0.102143
52 127 9.893960 90 0.109933
53 127 20.478063 92 0.222588
54 127 11.517056 94 0.122522
55 127 10.790168 96 0.112398
56 127 13.118898 98 0.133866
57 127 12.687856 99 0.128160
58 127 14.816706 101 0.146700
59 127 30.476985 103 0.295893
60 127 32.080865 105 0.305532
61 127 29.404411 107 0.274808
62 127 32.575462 109 0.298857
63 127 17.293346 111 0.155796
64 127 13.507908 113 0.119539
65 127 17.737409 114 0.155591
66 127 21.805366 116 0.187977
67 127 20.136891 118 0.170652
68 127 30.497064 120 0.254142
69 127 20.931112 122 0.171566
70 127 14.196454 124 0.114488
71 127 19.644590 126 0.155909
72 127 24.824319 128 0.193940
73 127 19.979476 130 0.153688
74 127 64.681191 132 0.490009
75 127 73.142860 134 0.545842
76 127 47.423942 136 0.348705
77 127 78.615232 138 0.569676
78 127 50.826017 140 0.363043
79 127 42.912316 142 0.302199
80 127 49.670222 144 0.344932
81 127 29.362534 146 0.201113
82 127 36.337185 148 0.245522
83 127 31.439667 150 0.209598
84 127 26.255566 152 0.172734
85 127 41.565342 154 0.269905
86 127 34.795273 156 0.223047
87 127 25.883507 158 0.163820
88 127 26.145147 160 0.163407
89 127 32.869619 162 0.202899
90 127 35.577810 164 0.216938
91 127 39.803749 166 0.239782
92 127 27.898278 168 0.166061
93 127 30.970239 170 0.182178
94 127 32.636236 172 0.189746
95 127 41.465604 174 0.238308
96 127 39.387838 176 0.223795
97 127 32.567587 178 0.182964
98 127 34.810927 180 0.193394
99 127 25.813222 182 0.141831
100 127 24.640080 184 0.133913
101 127 31.277236 186 0.168157
102 127 38.382062 188 0.204160
103 127 51.423773 190 0.270651
104 127 50.293956 192 0.261948
105 127 48.331695 194 0.249132
106 127 48.453949 196 0.247214
107 127 37.755983 198 0.190687
108 127 41.720844 200 0.208604
109 127 65.673471 202 0.325116
110 127 37.676664 204 0.184690
111 127 74.044894 206 0.359441
112 127 57.247439 208 0.275228
113 127 32.684220 210 0.155639
114 127 41.937272 212 0.197817
115 127 50.553885 214 0.236233
116 127 35.886710 216 0.166142
117 127 53.664755 218 0.246169
118 127 40.434237 220 0.183792
119 127 61.828137 222 0.278505
120 127 54.695826 224 0.244178
121 127 42.003846 226 0.185858
122 127 35.622709 228 0.156240
123 127 56.368255 230 0.245079
124 127 65.618167 232 0.282837
125 127 60.954446 234 0.260489
126 127 39.451485 236 0.167167
127 127 59.543950 237 0.251240
3102.7
