f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.770713 150000 5625 5846.528624
1+1E-0.187942 1+1E-11 0.206398 40000 1509 1559.074300
1+1E-0.546643 1+1E-11 0.310544 60000 2281 2338.611449
1+1E-0.875664 1+1E-11 0.206705 40000 1511 1559.074300
1+1E-1.190478 1+1E-11 0.205027 40000 1491 1559.074300
1+1E-1.498346 1+1E-11 0.358801 70000 2605 2728.380024
1+1E-1.802783 1+1E-11 0.666178 130000 4925 5066.991474
1+1E-2.105512 1+1E-11 0.768710 150000 5623 5846.528624
1+1E-2.407391 1+1E-11 1.076053 210000 7781 8185.140073
1+1E-2.708846 1+1E-11 1.486436 290000 10824 11303.288672
1+1E-3.010088 1+1E-11 2.307587 450000 16785 17539.585871
1+1E-3.311224 1+1E-11 3.896422 760000 28420 29622.411693
1+1E-3.612307 1+1E-11 5.231219 1020000 37781 39756.394641
1+1E-3.913363 1+1E-11 4.819653 940000 34887 36638.246041
1+1E-4.214407 1+1E-11 6.001900 1170000 43380 45602.923264
1+1E-4.515443 1+1E-11 9.542596 1860000 69058 72496.954933
1+1E-4.816477 1+1E-11 15.494901 3020000 111843 117710.109622
1+1E-5.117508 1+1E-11 21.798725 4250000 158070 165651.644336
1+1E-5.418539 1+1E-11 17.283125 3370000 125061 131352.009744
1+1E-5.719570 1+1E-11 34.173296 6660000 246673 259585.870889
1+1E-6.020600 1+1E-11 20.008336 3900000 144460 152009.744214
1+1E-6.321630 1+1E-11 25.283819 4930000 182578 192155.907430
1+1E-6.622660 1+1E-11 29.994371 5850000 217061 228014.616322
1+1E-6.923690 1+1E-11 29.085925 5680000 210827 221388.550548
1+1E-7.224720 1+1E-11 28.464691 5580000 207265 217490.864799
1+1E-7.525750 1+1E-11 32.387454 6350000 235172 247503.045067
1+1E-7.826780 1+1E-11 17.032513 3340000 123765 130182.704019
1+1E-8.127810 1+1E-11 54.638465 10710000 397051 417442.143727
1+1E-8.428840 1+1E-11 32.451394 6360000 235537 247892.813642
1+1E-8.729870 1+1E-11 26.070688 5110000 189275 199171.741778
1+1E-9.030900 1+1E-11 33.936448 6660000 246927 259585.870889
1+1E-9.331930 1+1E-11 18.769072 3740000 138960 145773.447016
1+1E-9.632960 1+1E-11 30.947574 6200000 229944 241656.516443
1+1E-9.933990 1+1E-11 27.955731 5600000 207518 218270.401949
1+1E-10.235020 1+1E-11 29.657081 5940000 220060 231522.533496
1+1E-10.536050 1+1E-11 55.801581 11210000 415351 436930.572473
1+1E-10.837080 1+1E-11 166.032100 33610000 1244556 1310012.180268
785.123
