f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.658946 130000 4815 5066.991474
1+1E-0.187942 1+1E-3 0.203517 40000 1511 1559.074300
1+1E-0.546643 1+1E-3 0.153020 30000 1127 1169.305725
1+1E-0.875664 1+1E-3 0.153147 30000 1114 1169.305725
1+1E-1.190478 1+1E-3 0.252763 50000 1887 1948.842875
1+1E-1.498346 1+1E-3 0.454916 90000 3363 3507.917174
1+1E-1.802783 1+1E-3 0.454472 90000 3347 3507.917174
1+1E-2.105512 1+1E-3 0.757827 150000 5615 5846.528624
1+1E-2.407391 1+1E-3 1.162373 230000 8530 8964.677223
1+1E-2.708846 1+1E-3 1.061088 210000 7802 8185.140073
5.31224
