q q_max q_time hits q_time/hits k 
1 31 0.069138 1 0.069138 639937
2 31 0.134228 2 0.067114 1280961
3 31 0.203671 3 0.067890 1934977
4 31 0.355841 5 0.071168 3279169
5 31 0.436234 6 0.072706 3877249
6 31 0.596951 8 0.074619 5239169
7 31 0.725730 9 0.080637 5884865
8 31 0.845639 11 0.076876 7194817
9 31 1.031755 13 0.079366 8591937
10 31 1.123256 14 0.080233 9202945
11 31 1.302181 16 0.081386 10531713
12 31 1.496002 18 0.083111 11929537
13 31 1.616210 19 0.085064 12765697
14 31 1.791369 21 0.085303 13998657
15 31 1.986209 23 0.086357 15361601
16 31 2.144247 25 0.085770 16408641
17 31 2.325600 26 0.089446 17533953
18 31 2.502877 28 0.089388 18674369
19 31 2.674087 30 0.089136 19796993
20 31 2.965112 32 0.092660 21876801
21 31 3.329133 34 0.097916 24414017
22 31 3.644147 36 0.101226 26679809
23 31 4.058489 38 0.106802 29781313
24 31 3.654583 40 0.091365 26640001
25 31 4.138951 42 0.098546 29258305
26 31 4.364028 44 0.099182 29926593
27 31 4.344228 46 0.094440 30415809
28 31 4.522879 48 0.094227 31887489
29 31 5.182567 50 0.103651 35309761
30 31 5.125298 52 0.098563 34455617
31 31 5.875256 53 0.110854 40406017
74.5662
