q q_max q_time hits q_time/hits k 
1 31 0.070267 1 0.070267 639937
2 31 0.130835 2 0.065418 1279937
3 31 0.204894 3 0.068298 1949313
4 31 0.356325 5 0.071265 3276545
5 31 0.437294 6 0.072882 3905985
6 31 0.594363 8 0.074295 5226497
7 31 0.673407 9 0.074823 5823745
8 31 0.844728 11 0.076793 7180033
9 31 1.027184 13 0.079014 8587265
10 31 1.115266 14 0.079662 9099585
11 31 1.304130 16 0.081508 10562689
12 31 1.531449 18 0.085080 12369409
13 31 1.565090 19 0.082373 12380097
14 31 1.823843 21 0.086850 14540929
15 31 1.960401 23 0.085235 15475713
16 31 2.161020 25 0.086441 16949377
17 31 2.215924 26 0.085228 17048065
18 31 2.490324 28 0.088940 18448257
19 31 2.629873 30 0.087662 20142849
20 31 2.829025 32 0.088407 21385985
21 31 3.060898 34 0.090026 23250305
22 31 3.448228 36 0.095784 26239489
23 31 3.395675 38 0.089360 25038081
24 31 3.721679 40 0.093042 27931713
25 31 3.832143 42 0.091242 28625025
26 31 3.948034 44 0.089728 28661953
27 31 4.355430 46 0.094683 31095233
28 31 4.360483 48 0.090843 31721153
29 31 4.611896 50 0.092238 33644481
30 31 4.848801 52 0.093246 34766337
31 31 5.218851 53 0.098469 37211201
70.7681
