q q_max q_time hits q_time/hits k 
1 31 0.072389 1 0.072389 639937
2 31 0.130418 2 0.065209 1282177
3 31 0.203295 3 0.067765 1938113
4 31 0.353914 5 0.070783 3263297
5 31 0.435617 6 0.072603 3891393
6 31 0.593879 8 0.074235 5250945
7 31 0.682121 9 0.075791 5904641
8 31 0.865567 11 0.078688 7393793
9 31 1.040207 13 0.080016 8673345
10 31 1.143483 14 0.081677 9388225
11 31 1.300306 16 0.081269 10476353
12 31 1.496941 18 0.083163 11912001
13 31 1.580916 19 0.083206 12413953
14 31 1.778906 21 0.084710 13813121
15 31 2.003283 23 0.087099 15357121
16 31 2.264044 25 0.090562 17207617
17 31 2.373568 26 0.091291 17632897
18 31 2.549423 28 0.091051 18735041
19 31 2.678429 30 0.089281 19561537
20 31 2.989286 32 0.093415 21619969
21 31 3.139863 34 0.092349 22425665
22 31 3.829504 36 0.106375 27451329
23 31 3.586496 38 0.094381 25278017
24 31 4.025430 40 0.100636 28281793
25 31 4.702690 42 0.111969 31972993
26 31 4.657485 44 0.105852 31188161
27 31 4.432369 46 0.096356 30380673
28 31 4.918630 48 0.102471 33059457
29 31 5.159225 50 0.103184 34364993
30 31 5.530253 52 0.106351 36069441
31 31 5.390500 53 0.101708 36446401
75.9087
