q q_max q_time hits q_time/hits k 
1 31 0.069477 1 0.069477 639937
2 31 0.135072 2 0.067536 1286081
3 31 0.203375 3 0.067792 1929281
4 31 0.354258 5 0.070852 3267713
5 31 0.433618 6 0.072270 3894977
6 31 0.591569 8 0.073946 5191873
7 31 0.684185 9 0.076021 5868225
8 31 0.842214 11 0.076565 7139969
9 31 1.110996 13 0.085461 9298945
10 31 1.138423 14 0.081316 9316865
11 31 1.312167 16 0.082010 10597441
12 31 1.513897 18 0.084105 12085953
13 31 1.649195 19 0.086800 13047937
14 31 1.803936 21 0.085902 14074241
15 31 2.090921 23 0.090910 16278529
16 31 2.504624 25 0.100185 19446913
17 31 3.692666 26 0.142026 17090753
18 31 2.568349 28 0.091727 19197377
19 31 2.762899 30 0.092097 19711553
20 31 3.177632 32 0.099301 23511553
21 31 3.193424 34 0.093924 23183233
22 31 3.346549 36 0.092960 24315905
23 31 3.676111 38 0.096740 26799745
24 31 3.745667 40 0.093642 27320961
25 31 3.917916 42 0.093284 28095169
26 31 4.058908 44 0.092248 28864385
27 31 4.500722 46 0.097842 30634177
28 31 4.956327 48 0.103257 33844801
29 31 5.155587 50 0.103112 35499457
30 31 5.096927 52 0.098018 35146369
31 31 5.219267 53 0.098477 36425729
75.5071
