q q_max q_time hits q_time/hits k 
1 31 0.069595 1 0.069595 639937
2 31 0.130069 2 0.065034 1284993
3 31 0.202092 3 0.067364 1927617
4 31 0.354070 5 0.070814 3266497
5 31 0.433344 6 0.072224 3869185
6 31 0.592879 8 0.074110 5214145
7 31 0.685811 9 0.076201 5961345
8 31 0.840169 11 0.076379 7123137
9 31 1.033046 13 0.079465 8606657
10 31 1.126737 14 0.080481 9237057
11 31 1.386700 16 0.086669 11238849
12 31 1.477747 18 0.082097 11748865
13 31 1.588923 19 0.083628 12474945
14 31 1.775571 21 0.084551 13757057
15 31 1.989604 23 0.086505 15266689
16 31 2.317465 25 0.092699 17657793
17 31 2.361220 26 0.090816 17603521
18 31 2.886908 28 0.103104 21380481
19 31 2.779954 30 0.092665 20317377
20 31 2.985182 32 0.093287 21598081
21 31 3.158930 34 0.092910 22661121
22 31 3.459324 36 0.096092 24547841
23 31 3.569929 38 0.093945 25121985
24 31 3.767324 40 0.094183 26379393
25 31 4.151565 42 0.098847 28709505
26 31 4.220313 44 0.095916 29071105
27 31 4.846421 46 0.105357 32034241
28 31 4.667429 48 0.097238 31465793
29 31 5.017669 50 0.100353 32967937
30 31 5.192925 52 0.099864 34924481
31 31 5.340084 53 0.100756 34912833
74.4093
