q q_max q_time hits q_time/hits k 
1 31 0.072755 1 0.072755 639937
2 31 0.140572 2 0.070286 1285697
3 31 0.204037 3 0.068012 1939841
4 31 0.356254 5 0.071251 3279617
5 31 0.434516 6 0.072419 3876865
6 31 0.594367 8 0.074296 5248385
7 31 0.677284 9 0.075254 5843713
8 31 0.840309 11 0.076392 7150529
9 31 1.057334 13 0.081333 8829569
10 31 1.141516 14 0.081537 9379841
11 31 1.312080 16 0.082005 10587649
12 31 1.508638 18 0.083813 12026625
13 31 1.644836 19 0.086570 12958913
14 31 1.768021 21 0.084191 13715841
15 31 1.977876 23 0.085995 15080641
16 31 2.163088 25 0.086524 16434369
17 31 2.264947 26 0.087113 16965313
18 31 2.486719 28 0.088811 18273025
19 31 2.804550 30 0.093485 20541505
20 31 2.946807 32 0.092088 21426881
21 31 3.306649 34 0.097254 23749761
22 31 3.377608 36 0.093822 24037825
23 31 3.559702 38 0.093676 25064769
24 31 3.805201 40 0.095130 26748865
25 31 4.038882 42 0.096164 27891969
26 31 4.340252 44 0.098642 29214081
27 31 4.638847 46 0.100845 31286273
28 31 5.274592 48 0.109887 34926401
29 31 4.923510 50 0.098470 33282753
30 31 5.369095 52 0.103252 35261889
31 31 5.569883 53 0.105092 36560513
74.601
