q q_max q_time hits q_time/hits k 
1 31 0.071024 1 0.071024 639937
2 31 0.131144 2 0.065572 1283905
3 31 0.205255 3 0.068418 1944129
4 31 0.359399 5 0.071880 3299073
5 31 0.437077 6 0.072846 3921601
6 31 0.590021 8 0.073753 5181313
7 31 0.685813 9 0.076201 5888705
8 31 0.846198 11 0.076927 7165889
9 31 1.025663 13 0.078897 8535745
10 31 1.122141 14 0.080153 9177793
11 31 1.314262 16 0.082141 10604865
12 31 1.511400 18 0.083967 12046465
13 31 1.597747 19 0.084092 12473409
14 31 1.811565 21 0.086265 14151105
15 31 2.141208 23 0.093096 16634753
16 31 3.152798 25 0.126112 16506433
17 31 2.328979 26 0.089576 17164737
18 31 2.493068 28 0.089038 18570625
19 31 2.672373 30 0.089079 19918081
20 31 2.876547 32 0.089892 21027457
21 31 3.136167 34 0.092240 22977217
22 31 3.275646 36 0.090990 23659649
23 31 3.972387 38 0.104536 28988737
24 31 6.287913 40 0.157198 27366337
25 31 3.987040 42 0.094930 28316865
26 31 4.282813 44 0.097337 30293825
27 31 4.575935 46 0.099477 31795393
28 31 4.657285 48 0.097027 32255809
29 31 4.953595 50 0.099072 33872833
30 31 5.280969 52 0.101557 36328129
31 31 5.128579 53 0.096766 35435265
76.9123
