q q_max q_time hits q_time/hits k 
1 31 0.070826 1 0.070826 639937
2 31 0.133928 2 0.066964 1287425
3 31 0.203049 3 0.067683 1928257
4 31 0.351384 5 0.070277 3232385
5 31 0.437595 6 0.072932 3900161
6 31 0.598772 8 0.074846 5241601
7 31 0.682283 9 0.075809 5896449
8 31 0.859429 11 0.078130 7337601
9 31 1.033346 13 0.079488 8555073
10 31 1.143778 14 0.081698 9384001
11 31 1.287330 16 0.080458 10370177
12 31 1.496444 18 0.083136 11915329
13 31 1.584823 19 0.083412 12477249
14 31 1.777320 21 0.084634 13822657
15 31 1.963796 23 0.085382 15106433
16 31 2.187757 25 0.087510 16782913
17 31 2.266220 26 0.087162 17023553
18 31 2.629667 28 0.093917 19595969
19 31 2.861572 30 0.095386 21336705
20 31 2.898141 32 0.090567 21221953
21 31 3.106027 34 0.091354 22615425
22 31 3.316260 36 0.092118 23928897
23 31 3.508947 38 0.092341 25265985
24 31 9.029598 40 0.225740 26400449
25 31 3.957684 42 0.094231 28258433
26 31 4.210971 44 0.095704 29550529
27 31 4.564000 46 0.099217 31191425
28 31 4.607289 48 0.095985 31952129
29 31 4.892268 50 0.097845 33592577
30 31 5.282687 52 0.101590 36098241
31 31 5.162464 53 0.097405 35627777
78.1059
