q q_max q_time hits q_time/hits k 
1 31 0.070364 1 0.070364 639937
2 31 0.134852 2 0.067426 1282945
3 31 0.204275 3 0.068092 1932417
4 31 0.357297 5 0.071459 3272641
5 31 0.442215 6 0.073702 3934337
6 31 0.594096 8 0.074262 5198657
7 31 0.696551 9 0.077395 6030081
8 31 0.852931 11 0.077539 7180417
9 31 1.046309 13 0.080485 8661313
10 31 1.130646 14 0.080760 9272449
11 31 1.296490 16 0.081031 10454401
12 31 1.506984 18 0.083721 11859073
13 31 1.572615 19 0.082769 12364737
14 31 1.819066 21 0.086622 14242561
15 31 1.952937 23 0.084910 15034049
16 31 2.603478 25 0.104139 20240577
17 31 2.366512 26 0.091020 17945153
18 31 2.792612 28 0.099736 19770625
19 31 2.845941 30 0.094865 21303809
20 31 3.210889 32 0.100340 23858753
21 31 3.083411 34 0.090689 22408193
22 31 3.429523 36 0.095265 25077953
23 31 3.571465 38 0.093986 25877633
24 31 3.697291 40 0.092432 26541889
25 31 3.869984 42 0.092142 27622913
26 31 4.319010 44 0.098159 29765057
27 31 4.367342 46 0.094942 30527745
28 31 4.561219 48 0.095025 31716737
29 31 5.027502 50 0.100550 34051905
30 31 4.939989 52 0.095000 34557185
31 31 5.258803 53 0.099223 35852673
73.6228
