q q_max q_time hits q_time/hits k 
1 31 0.069822 1 0.069822 639937
2 31 0.134454 2 0.067227 1284481
3 31 0.204719 3 0.068240 1925953
4 31 0.356384 5 0.071277 3274049
5 31 0.438777 6 0.073130 3884161
6 31 0.600979 8 0.075122 5266881
7 31 0.684211 9 0.076023 5883841
8 31 0.855589 11 0.077781 7256449
9 31 1.045941 13 0.080457 8684225
10 31 1.119433 14 0.079959 9132289
11 31 1.315582 16 0.082224 10544193
12 31 1.504623 18 0.083590 11888257
13 31 1.616931 19 0.085102 12635457
14 31 1.861038 21 0.088621 14374017
15 31 2.085471 23 0.090673 15958721
16 31 2.218850 25 0.088754 16759425
17 31 2.309756 26 0.088837 17182145
18 31 2.522706 28 0.090097 18457921
19 31 2.710680 30 0.090356 19701825
20 31 2.933278 32 0.091665 21090241
21 31 3.200025 34 0.094118 22728961
22 31 3.424344 36 0.095121 24153985
23 31 3.601186 38 0.094768 25214017
24 31 3.812729 40 0.095318 26450753
25 31 4.100523 42 0.097631 27479553
26 31 4.327011 44 0.098341 29015809
27 31 4.667993 46 0.101478 30915265
28 31 5.207370 48 0.108487 33851905
29 31 4.962324 50 0.099246 32934785
30 31 5.274303 52 0.101429 35055489
31 31 5.905279 53 0.111420 38205953
75.0726
