q q_max q_time hits q_time/hits k 
1 31 0.069461 1 0.069461 639937
2 31 0.135013 2 0.067506 1284417
3 31 0.203500 3 0.067833 1929793
4 31 0.354861 5 0.070972 3250817
5 31 0.433899 6 0.072316 3892865
6 31 0.594187 8 0.074273 5241153
7 31 0.679455 9 0.075495 5890369
8 31 0.844591 11 0.076781 7178049
9 31 1.027640 13 0.079049 8532929
10 31 1.119180 14 0.079941 9132801
11 31 1.312276 16 0.082017 10578881
12 31 1.486917 18 0.082606 11834177
13 31 1.571273 19 0.082699 12381569
14 31 1.779811 21 0.084753 13930369
15 31 1.969630 23 0.085636 15214337
16 31 2.775956 25 0.111038 21749121
17 31 2.499828 26 0.096147 18880193
18 31 2.482703 28 0.088668 18467905
19 31 2.713395 30 0.090446 20120257
20 31 2.941669 32 0.091927 21563905
21 31 3.102933 34 0.091263 22590977
22 31 3.533618 36 0.098156 25855233
23 31 3.532239 38 0.092954 25649537
24 31 3.785323 40 0.094633 27531713
25 31 4.178199 42 0.099481 29204353
26 31 4.188382 44 0.095190 29109249
27 31 4.391479 46 0.095467 30944129
28 31 4.933229 48 0.102776 33865025
29 31 4.881958 50 0.097639 33384257
30 31 5.046346 52 0.097045 35210049
31 31 5.417561 53 0.102218 37799489
73.9867
