q q_max q_time hits q_time/hits k 
1 31 0.069145 1 0.069145 639937
2 31 0.135445 2 0.067722 1282689
3 31 0.204115 3 0.068038 1939969
4 31 0.351899 5 0.070380 3248641
5 31 0.430225 6 0.071704 3875777
6 31 0.594428 8 0.074303 5209985
7 31 0.676869 9 0.075208 5869057
8 31 0.866587 11 0.078781 7384769
9 31 1.022930 13 0.078687 8478529
10 31 1.121119 14 0.080080 9155969
11 31 1.307128 16 0.081695 10488065
12 31 1.600766 18 0.088931 12694657
13 31 1.584198 19 0.083379 12359489
14 31 1.827180 21 0.087009 14214209
15 31 1.984876 23 0.086299 15346497
16 31 2.481393 25 0.099256 19364161
17 31 2.252695 26 0.086642 16990721
18 31 2.480356 28 0.088584 18458561
19 31 2.667329 30 0.088911 19767681
20 31 2.880794 32 0.090025 21113217
21 31 3.127357 34 0.091981 22788545
22 31 3.327054 36 0.092418 23837441
23 31 3.491255 38 0.091875 25240129
24 31 3.670935 40 0.091773 26468801
25 31 3.957092 42 0.094216 27942273
26 31 4.345391 44 0.098759 30859777
27 31 4.293783 46 0.093343 30288705
28 31 5.276933 48 0.109936 35908353
29 31 5.042947 50 0.100859 34058625
30 31 5.031634 52 0.096762 34364545
31 31 4.990581 53 0.094162 34994241
73.0947
