q q_max q_time hits q_time/hits k 
1 31 0.069817 1 0.069817 639937
2 31 0.132310 2 0.066155 1283649
3 31 0.202480 3 0.067493 1922817
4 31 0.353891 5 0.070778 3254529
5 31 0.437515 6 0.072919 3902657
6 31 0.594060 8 0.074257 5256577
7 31 0.676888 9 0.075210 5871681
8 31 0.847098 11 0.077009 7204545
9 31 1.022913 13 0.078686 8503489
10 31 1.113967 14 0.079569 9108353
11 31 1.395831 16 0.087239 10513985
12 31 1.494133 18 0.083007 11801217
13 31 1.580202 19 0.083169 12453441
14 31 1.849430 21 0.088068 14491521
15 31 2.086020 23 0.090697 16257985
16 31 2.169455 25 0.086778 16714433
17 31 2.381125 26 0.091582 18021761
18 31 2.513557 28 0.089770 18615617
19 31 2.736984 30 0.091233 20237505
20 31 3.193419 32 0.099794 23639745
21 31 3.071518 34 0.090339 22377473
22 31 3.645008 36 0.101250 26622721
23 31 3.556682 38 0.093597 25441665
24 31 3.816892 40 0.095422 27851841
25 31 3.942664 42 0.093873 27807233
26 31 5.008730 44 0.113835 34422081
27 31 4.300402 46 0.093487 30157953
28 31 4.983977 48 0.103833 34127425
29 31 4.944212 50 0.098884 33311041
30 31 5.205339 52 0.100103 35406657
31 31 6.179590 53 0.116596 37916609
75.5064
