q q_max q_time hits q_time/hits k 
1 31 0.071422 1 0.071422 639937
2 31 0.134277 2 0.067139 1286081
3 31 0.203877 3 0.067959 1932737
4 31 0.351676 5 0.070335 3223681
5 31 0.435247 6 0.072541 3898241
6 31 0.593619 8 0.074202 5219009
7 31 0.675701 9 0.075078 5852865
8 31 0.856231 11 0.077839 7298369
9 31 1.114472 13 0.085729 9349697
10 31 1.113160 14 0.079511 9080257
11 31 1.342375 16 0.083898 10822081
12 31 1.545859 18 0.085881 12279297
13 31 1.581833 19 0.083254 12397377
14 31 1.779063 21 0.084717 13790977
15 31 1.977224 23 0.085966 15164097
16 31 2.583825 25 0.103353 19817217
17 31 2.316600 26 0.089100 17150401
18 31 2.593164 28 0.092613 19074561
19 31 2.700432 30 0.090014 19689793
20 31 3.086280 32 0.096446 22285697
21 31 3.145399 34 0.092512 22532737
22 31 3.354253 36 0.093174 23669953
23 31 3.599636 38 0.094727 25256961
24 31 3.989399 40 0.099735 27020289
25 31 4.015489 42 0.095607 27635137
26 31 4.868946 44 0.110658 32378177
27 31 4.537614 46 0.098644 30685121
28 31 4.726289 48 0.098464 31701441
29 31 5.218955 50 0.104379 33792961
30 31 5.466043 52 0.105116 35588481
31 31 5.751569 53 0.108520 37327425
75.7302
