q q_max q_time hits q_time/hits k 
1 31 0.070136 1 0.070136 639937
2 31 0.132757 2 0.066378 1291969
3 31 0.206352 3 0.068784 1951105
4 31 0.356885 5 0.071377 3279745
5 31 0.442144 6 0.073691 3954561
6 31 0.606066 8 0.075758 5350977
7 31 0.681414 9 0.075713 5850625
8 31 0.868433 11 0.078948 7384449
9 31 1.121842 13 0.086296 9386433
10 31 1.122397 14 0.080171 9169985
11 31 1.314380 16 0.082149 10558145
12 31 1.520689 18 0.084483 12072769
13 31 1.599756 19 0.084198 12554497
14 31 1.774771 21 0.084513 13709057
15 31 2.221161 23 0.096572 17094209
16 31 2.172909 25 0.086916 16368577
17 31 2.315662 26 0.089064 17067073
18 31 2.573800 28 0.091921 18896257
19 31 2.804817 30 0.093494 20427713
20 31 3.083003 32 0.096344 22189441
21 31 3.349613 34 0.098518 23965505
22 31 3.850061 36 0.106946 27412929
23 31 3.586748 38 0.094388 25013761
24 31 3.800263 40 0.095007 26444609
25 31 4.049505 42 0.096417 27802241
26 31 4.954612 44 0.112605 32998209
27 31 4.724938 46 0.102716 31578497
28 31 4.953196 48 0.103192 32279361
29 31 5.520263 50 0.110405 36127681
30 31 6.042407 52 0.116200 39213441
31 31 5.486525 53 0.103519 35569601
77.3078
