q q_max q_time hits q_time/hits k 
1 31 0.069975 1 0.069975 639937
2 31 0.135496 2 0.067748 1288193
3 31 0.204121 3 0.068040 1941121
4 31 0.360363 5 0.072073 3336577
5 31 0.432832 6 0.072139 3881153
6 31 0.596831 8 0.074604 5277889
7 31 0.677536 9 0.075282 5868033
8 31 0.851795 11 0.077436 7255681
9 31 1.040685 13 0.080053 8653377
10 31 1.125486 14 0.080392 9192833
11 31 1.310556 16 0.081910 10554881
12 31 1.504388 18 0.083577 11944513
13 31 1.596808 19 0.084043 12559297
14 31 1.795964 21 0.085522 13933377
15 31 2.026046 23 0.088089 15485889
16 31 2.194575 25 0.087783 16563009
17 31 2.275129 26 0.087505 16982145
18 31 2.784593 28 0.099450 20563841
19 31 2.725725 30 0.090857 19814721
20 31 3.350508 32 0.104703 24356673
21 31 3.590718 34 0.105609 25775745
22 31 3.780020 36 0.105001 26912385
23 31 3.566349 38 0.093851 25008321
24 31 3.794884 40 0.094872 26312065
25 31 4.046079 42 0.096335 27868993
26 31 4.544563 44 0.103286 30435009
27 31 4.801869 46 0.104388 31673601
28 31 4.698915 48 0.097894 31732097
29 31 5.044297 50 0.100886 33009281
30 31 5.176692 52 0.099552 34593409
31 31 5.464095 53 0.103096 35642369
75.5682
