q q_max q_time hits q_time/hits k 
1 31 0.069682 1 0.069682 639937
2 31 0.139510 2 0.069755 1292033
3 31 0.202457 3 0.067486 1932161
4 31 0.356293 5 0.071259 3291201
5 31 0.440975 6 0.073496 3940033
6 31 0.595669 8 0.074459 5241281
7 31 0.695756 9 0.077306 6037889
8 31 0.848859 11 0.077169 7174401
9 31 1.038040 13 0.079849 8598977
10 31 1.135565 14 0.081112 9281025
11 31 1.297233 16 0.081077 10475841
12 31 1.527405 18 0.084856 12189953
13 31 1.585152 19 0.083429 12473729
14 31 1.764693 21 0.084033 13760961
15 31 1.951696 23 0.084856 14959681
16 31 2.423161 25 0.096926 18736001
17 31 2.258409 26 0.086862 17028545
18 31 2.475411 28 0.088408 18421697
19 31 2.850200 30 0.095007 21205185
20 31 2.886917 32 0.090216 21130817
21 31 3.574254 34 0.105125 26349441
22 31 3.465188 36 0.096255 25240001
23 31 4.213771 38 0.110889 30644673
24 31 4.665762 40 0.116644 33936961
25 31 4.056397 42 0.096581 28715457
26 31 4.676332 44 0.106280 31999361
27 31 5.208059 46 0.113219 35455873
28 31 5.125184 48 0.106775 35059905
29 31 4.964438 50 0.099289 34524353
30 31 5.197597 52 0.099954 35747521
31 31 5.457920 53 0.102980 37213121
77.1483
