q q_max q_time hits q_time/hits k 
1 31 0.071765 1 0.071765 639937
2 31 0.136152 2 0.068076 1280193
3 31 0.204515 3 0.068172 1952833
4 31 0.347715 5 0.069543 3211713
5 31 0.437392 6 0.072899 3932353
6 31 0.597505 8 0.074688 5278081
7 31 0.684237 9 0.076026 5885761
8 31 0.851849 11 0.077441 7246273
9 31 1.024428 13 0.078802 8509825
10 31 1.117457 14 0.079818 9146369
11 31 1.318033 16 0.082377 10502145
12 31 1.478153 18 0.082120 11735681
13 31 1.815886 19 0.095573 12463361
14 31 1.759390 21 0.083780 13694145
15 31 2.068495 23 0.089935 16064257
16 31 2.175372 25 0.087015 16519681
17 31 2.381170 26 0.091583 17921537
18 31 2.462601 28 0.087950 18225345
19 31 2.955952 30 0.098532 22063297
20 31 3.035111 32 0.094847 22430273
21 31 3.080613 34 0.090606 22320513
22 31 3.316701 36 0.092131 24176641
23 31 3.606432 38 0.094906 25864001
24 31 3.696107 40 0.092403 26586177
25 31 3.930833 42 0.093591 27945281
26 31 4.155123 44 0.094435 29276609
27 31 4.437911 46 0.096476 30501633
28 31 4.701011 48 0.097938 32917505
29 31 5.055253 50 0.101105 34577601
30 31 5.145892 52 0.098959 34836545
31 31 5.223812 53 0.098562 35468545
73.2731
