q q_max q_time hits q_time/hits k 
1 31 0.067439 1 0.067439 639937
2 31 0.133642 2 0.066821 1290433
3 31 0.205744 3 0.068581 1963585
4 31 0.363723 5 0.072745 3371073
5 31 0.432086 6 0.072014 3874817
6 31 0.589780 8 0.073722 5205697
7 31 0.678584 9 0.075398 5845185
8 31 0.850017 11 0.077274 7204609
9 31 1.021319 13 0.078563 8497857
10 31 1.128078 14 0.080577 9241985
11 31 1.298902 16 0.081181 10473665
12 31 1.605852 18 0.089214 12833025
13 31 1.587360 19 0.083545 12442113
14 31 1.816051 21 0.086479 14068545
15 31 1.970243 23 0.085663 15111425
16 31 2.173335 25 0.086933 16549313
17 31 2.287402 26 0.087977 17054593
18 31 2.614752 28 0.093384 19270145
19 31 2.718821 30 0.090627 19862401
20 31 2.933887 32 0.091684 21245249
21 31 3.143362 34 0.092452 22545985
22 31 3.372417 36 0.093678 23946113
23 31 3.844337 38 0.101167 27164161
24 31 4.311409 40 0.107785 30412033
25 31 4.707030 42 0.112072 31436033
26 31 4.277444 44 0.097215 29346689
27 31 4.654513 46 0.101185 30981505
28 31 4.809596 48 0.100200 31725505
29 31 5.022794 50 0.100456 33205505
30 31 6.079411 52 0.116912 39736513
31 31 5.257404 53 0.099196 35135297
75.957
