q q_max q_time hits q_time/hits k 
1 31 0.070874 1 0.070874 639937
2 31 0.131271 2 0.065635 1291137
3 31 0.204175 3 0.068058 1937601
4 31 0.349797 5 0.069959 3225985
5 31 0.434082 6 0.072347 3877057
6 31 0.586524 8 0.073315 5164289
7 31 0.688406 9 0.076490 5933825
8 31 0.847064 11 0.077006 7195457
9 31 1.021790 13 0.078599 8469057
10 31 1.130866 14 0.080776 9245953
11 31 1.290833 16 0.080677 10421569
12 31 1.478329 18 0.082129 11772673
13 31 1.611682 19 0.084825 12673409
14 31 1.808229 21 0.086106 14069377
15 31 1.952743 23 0.084902 15077249
16 31 2.717077 25 0.108683 21194049
17 31 2.316457 26 0.089094 17381249
18 31 2.511323 28 0.089690 18667265
19 31 2.745285 30 0.091509 20243713
20 31 3.550129 32 0.110942 26562753
21 31 3.200313 34 0.094127 23584513
22 31 3.472529 36 0.096459 25307073
23 31 3.627853 38 0.095470 26111873
24 31 3.961705 40 0.099043 28752833
25 31 3.887446 42 0.092558 27778753
26 31 4.262424 44 0.096873 29953857
27 31 4.872475 46 0.105923 33609409
28 31 4.744415 48 0.098842 32948097
29 31 5.427218 50 0.108544 36926081
30 31 5.251192 52 0.100984 36508417
31 31 5.523677 53 0.104220 37385473
75.6784
