q q_max q_time hits q_time/hits k 
1 31 0.071868 1 0.071868 639937
2 31 0.134417 2 0.067208 1289409
3 31 0.206005 3 0.068668 1951105
4 31 0.360703 5 0.072141 3292865
5 31 0.435447 6 0.072575 3864449
6 31 0.593206 8 0.074151 5233793
7 31 0.685923 9 0.076214 5888769
8 31 0.845383 11 0.076853 7149441
9 31 1.103235 13 0.084864 9213697
10 31 1.121581 14 0.080113 9164161
11 31 1.302730 16 0.081421 10450753
12 31 1.480139 18 0.082230 11752513
13 31 1.576884 19 0.082994 12392961
14 31 1.827551 21 0.087026 14284289
15 31 2.056007 23 0.089392 15866305
16 31 2.211005 25 0.088440 16888321
17 31 2.367853 26 0.091071 17696961
18 31 2.466809 28 0.088100 18275521
19 31 2.674694 30 0.089156 19664321
20 31 3.533835 32 0.110432 26180673
21 31 3.088317 34 0.090833 22456513
22 31 3.525040 36 0.097918 25657217
23 31 3.467947 38 0.091262 24916545
24 31 3.885630 40 0.097141 28213057
25 31 3.944120 42 0.093908 27867649
26 31 4.180719 44 0.095016 29382465
27 31 4.339777 46 0.094343 30371393
28 31 4.619323 48 0.096236 31646401
29 31 5.022130 50 0.100443 34420993
30 31 4.979815 52 0.095766 34497025
31 31 5.096529 53 0.096161 35141249
73.2048
