q q_max q_time hits q_time/hits k 
1 31 0.068258 1 0.068258 639937
2 31 0.133136 2 0.066568 1279937
3 31 0.207369 3 0.069123 1953345
4 31 0.354694 5 0.070939 3237313
5 31 0.447111 6 0.074519 4024769
6 31 0.589970 8 0.073746 5170497
7 31 0.675930 9 0.075103 5826241
8 31 0.849239 11 0.077204 7174273
9 31 1.036255 13 0.079712 8577025
10 31 1.121323 14 0.080094 9208961
11 31 1.420902 16 0.088806 10714305
12 31 1.605257 18 0.089181 12679809
13 31 1.574675 19 0.082878 12433089
14 31 1.765213 21 0.084058 13758465
15 31 2.108659 23 0.091681 16403841
16 31 2.466058 25 0.098642 19111553
17 31 2.252581 26 0.086638 17015105
18 31 2.463103 28 0.087968 18329985
19 31 2.849373 30 0.094979 21273665
20 31 2.939546 32 0.091861 21551297
21 31 3.165487 34 0.093103 22972481
22 31 3.322344 36 0.092287 23994689
23 31 3.498572 38 0.092068 25232769
24 31 3.730154 40 0.093254 26819073
25 31 4.614511 42 0.109869 31729025
26 31 4.101157 44 0.093208 28903297
27 31 4.822441 46 0.104836 30815169
28 31 4.710322 48 0.098132 32681281
29 31 5.203571 50 0.104071 35696321
30 31 4.974952 52 0.095672 34095745
31 31 5.431792 53 0.102487 37302785
74.5041
