q q_max q_time hits q_time/hits k 
1 31 0.068813 1 0.068813 639937
2 31 0.135207 2 0.067603 1281857
3 31 0.204204 3 0.068068 1943745
4 31 0.355677 5 0.071135 3275393
5 31 0.435099 6 0.072516 3887617
6 31 0.604178 8 0.075522 5322049
7 31 0.686427 9 0.076270 5935297
8 31 0.845993 11 0.076908 7142849
9 31 1.030291 13 0.079253 8555649
10 31 1.129856 14 0.080704 9213697
11 31 1.318504 16 0.082406 10587009
12 31 1.579719 18 0.087762 12529153
13 31 1.597706 19 0.084090 12544321
14 31 1.847397 21 0.087971 14413633
15 31 1.960911 23 0.085257 15077441
16 31 2.378123 25 0.095125 18309441
17 31 2.282707 26 0.087796 17191489
18 31 2.533528 28 0.090483 18809153
19 31 2.931587 30 0.097720 21878593
20 31 3.426331 32 0.107073 25451137
21 31 3.087031 34 0.090795 22362433
22 31 3.624422 36 0.100678 26505089
23 31 3.598241 38 0.094691 26046337
24 31 3.667749 40 0.091694 26364097
25 31 4.267167 42 0.101599 29568641
26 31 4.215933 44 0.095817 29238209
27 31 4.314971 46 0.093804 30409985
28 31 4.615316 48 0.096152 32334209
29 31 5.005046 50 0.100101 34198273
30 31 4.946908 52 0.095133 34436737
31 31 5.135625 53 0.096899 35447809
73.8309
