q q_max q_time hits q_time/hits k 
1 31 0.068968 1 0.068968 639937
2 31 0.136048 2 0.068024 1290113
3 31 0.202789 3 0.067596 1931777
4 31 0.349932 5 0.069986 3225729
5 31 0.433855 6 0.072309 3882625
6 31 0.596127 8 0.074516 5259457
7 31 0.686873 9 0.076319 5887873
8 31 0.853599 11 0.077600 7206209
9 31 1.029768 13 0.079213 8562945
10 31 1.124767 14 0.080340 9228097
11 31 1.307233 16 0.081702 10524097
12 31 1.493906 18 0.082995 11932161
13 31 1.586169 19 0.083483 12487617
14 31 1.757931 21 0.083711 13697857
15 31 2.192519 23 0.095327 17078849
16 31 2.133652 25 0.085346 16268289
17 31 2.277123 26 0.087582 17223489
18 31 2.530775 28 0.090385 18850241
19 31 3.000035 30 0.100001 22312257
20 31 2.915509 32 0.091110 21511937
21 31 3.083170 34 0.090681 22388289
22 31 3.358437 36 0.093290 24421569
23 31 3.560832 38 0.093706 25667393
24 31 3.738473 40 0.093462 27214081
25 31 4.350452 42 0.103582 29756097
26 31 4.162608 44 0.094605 29209601
27 31 4.606639 46 0.100144 31752385
28 31 5.328360 48 0.111007 36330689
29 31 5.272636 50 0.105453 36146817
30 31 5.203288 52 0.100063 35447873
31 31 5.383627 53 0.101578 36840897
74.7263
