q q_max q_time hits q_time/hits k 
1 31 0.070412 1 0.070412 639937
2 31 0.130410 2 0.065205 1279937
3 31 0.204759 3 0.068253 1938689
4 31 0.356621 5 0.071324 3270145
5 31 0.435565 6 0.072594 3909249
6 31 0.600211 8 0.075026 5310721
7 31 0.685787 9 0.076199 5947009
8 31 0.840914 11 0.076447 7164225
9 31 1.023020 13 0.078694 8513025
10 31 1.128810 14 0.080629 9246593
11 31 1.305940 16 0.081621 10541377
12 31 1.482632 18 0.082368 11778881
13 31 1.583410 19 0.083337 12411201
14 31 1.777636 21 0.084649 13795649
15 31 2.020930 23 0.087867 15492673
16 31 2.188186 25 0.087527 16576705
17 31 2.337602 26 0.089908 17510017
18 31 2.523449 28 0.090123 18647361
19 31 2.699921 30 0.089997 19708993
20 31 3.253860 32 0.101683 23689345
21 31 3.350624 34 0.098548 24049345
22 31 4.005084 36 0.111252 28624129
23 31 3.729645 38 0.098149 26304129
24 31 3.833240 40 0.095831 26785345
25 31 4.147558 42 0.098751 28521473
26 31 4.407516 44 0.100171 29493953
27 31 4.573252 46 0.099419 30298433
28 31 5.227446 48 0.108905 34328833
29 31 5.113931 50 0.102279 33451841
30 31 5.636401 52 0.108392 36616193
31 31 5.462591 53 0.103068 35341185
76.1377
