q q_max q_time hits q_time/hits k 
1 31 0.068811 1 0.068811 639937
2 31 0.133224 2 0.066612 1296257
3 31 0.207934 3 0.069311 1930113
4 31 0.357500 5 0.071500 3245697
5 31 0.436255 6 0.072709 3879873
6 31 0.604184 8 0.075523 5284737
7 31 0.694819 9 0.077202 5879489
8 31 0.862752 11 0.078432 7216257
9 31 1.060036 13 0.081541 8687553
10 31 1.137310 14 0.081236 9217921
11 31 1.305921 16 0.081620 10440769
12 31 1.616826 18 0.089824 12893889
13 31 1.585439 19 0.083444 12422145
14 31 1.960086 21 0.093337 15360001
15 31 2.013282 23 0.087534 15466305
16 31 2.167425 25 0.086697 16535297
17 31 2.276828 26 0.087570 17124289
18 31 2.566353 28 0.091655 19089281
19 31 2.734122 30 0.091137 20178241
20 31 3.023847 32 0.094495 22093441
21 31 3.198427 34 0.094071 23160321
22 31 3.499769 36 0.097216 25379009
23 31 3.521239 38 0.092664 25181377
24 31 3.758563 40 0.093964 27028289
25 31 3.975587 42 0.094657 28234561
26 31 4.384249 44 0.099642 30114113
27 31 4.390855 46 0.095453 30587585
28 31 4.565923 48 0.095123 31505089
29 31 4.764131 50 0.095283 33099137
30 31 5.416097 52 0.104156 36644289
31 31 5.530594 53 0.104351 37609921
73.8187
