q q_max q_time hits q_time/hits k 
1 31 0.072122 1 0.072122 639937
2 31 0.137698 2 0.068849 1282625
3 31 0.203878 3 0.067959 1939265
4 31 0.353922 5 0.070784 3271553
5 31 0.436201 6 0.072700 3920385
6 31 0.603281 8 0.075410 5341825
7 31 0.680582 9 0.075620 5895937
8 31 0.859737 11 0.078158 7293249
9 31 1.017854 13 0.078296 8431937
10 31 1.110223 14 0.079302 9078913
11 31 1.303250 16 0.081453 10539457
12 31 1.481103 18 0.082283 11836929
13 31 1.575838 19 0.082939 12349761
14 31 1.757270 21 0.083680 13731585
15 31 2.031556 23 0.088329 15789953
16 31 2.312718 25 0.092509 17785217
17 31 2.263230 26 0.087047 17017281
18 31 2.513844 28 0.089780 18875777
19 31 2.765731 30 0.092191 20617985
20 31 2.888074 32 0.090252 21155457
21 31 3.161839 34 0.092995 23064897
22 31 3.288080 36 0.091336 23742337
23 31 3.861959 38 0.101630 28067649
24 31 4.173135 40 0.104328 30568897
25 31 4.442800 42 0.105781 30716353
26 31 4.535348 44 0.103076 31408705
27 31 4.310190 46 0.093700 30233601
28 31 4.888797 48 0.101850 33638593
29 31 4.794806 50 0.095896 33523649
30 31 4.976438 52 0.095701 34459841
31 31 5.020057 53 0.094718 35042497
73.8217
